RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE,REGION,DISPOSITION METHOD,VIOLATION DATE,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED,OTHER
29,COZY CORNER,76541,933 German School Rd,Richmond,VA,232255361,EMPLOYEE INTOXICATED WHILE ON PREMISES,1,N,RICHMOND-SOUTH,INITIAL HEARING,5/4/2007,8/9/2007,9/25/2007,25," $ 2,000.00 ",7,,,,
45,"ARCO IRIS LATINO MARKET, INC.",19209,6445 Midlothian Tpke,Richmond,VA,232255607,"FAILED TO KEEP COMPLETE, ACCURATE & SEPARATE RECORDS AT PLACE OF BUSINESS",1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,9/24/2007,,11/9/2007,7, $ 500.00 ,,,,,
728,LATINOS UNIDOS CORP.,33940,6832 A Midlothian Tpke,Richmond,VA,232255615,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,1/11/2008,,2/29/2008,25," $ 2,000.00 ",,,,,
718,CRESTVIEW FOOD STORE,10528,6408 Rigsby Rd,Richmond,VA,23226,SOLD TO UAB,1,N,RICHMOND-NORTH,BOARD APPEAL HEARING,8/30/2007,11/8/2007,2/27/2008,20," $ 1,500.00 ",,,,,
523,FRIEND'S MART,41176,6303 Horsepen Rd,Richmond,VA,232262903,SOLD TO UAB,1,N,RICHMOND-SOUTH,INITIAL HEARING,3/3/2007,10/24/2007,1/2/2008,25," $ 2,000.00 ",,,,,
340,MOE'S SOUTHWEST GRILL ,35419,7011 Three Chopt Rd,Richmond,VA,232263606,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,9/27/2007,,11/9/2007,25," $ 2,000.00 ",,,,,
199,SUPER MART,46770,837 Azalea Ave,Richmond,VA,23227,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/12/2007,,7/18/2007,25," $ 2,000.00 ",,,,,
154,FAS MART # 80,26054,5101 Richmond Henrico Tpke,Richmond,VA,23227,SOLD TO UAB,1,Y,RICHMOND-NORTH,INITIAL HEARING,5/12/2007,9/7/2007,10/19/2007,30," $ 3,000.00 ",10,,,,
408,RACEWAY EXPRESS,32935,898 Azalea Ave,Richmond,VA,23227,SOLD TO UAB,1,N,RICHMOND-SOUTH,INITIAL HEARING,5/12/2007,10/5/2007,12/4/2007,,,,,,Y,
735,BROOK ROAD CHEVRON,45307,5308 Brook Rd,Richmond,VA,23227,SOLD TO UAB,1,N,RICHMOND-NORTH,INITIAL HEARING,9/27/2007,1/30/2008,3/4/2008,25," $ 2,000.00 ",,,,,
969,KATCH DA FLAVA,47847,5114 Richmond Henrico Tpke,Richmond,VA,23227,THERE EXISTS AN ORDINANCE OF HENRICO WHICH WARRANTS REFUSAL BY THE BOARD; PEACE & GOOD ORDER; APPLICANT HAS DEMONSTRATED LACK OF RESPECT FOR LAW & ORDER; THE PLACE OCCUPIED IS SO LOCATED; RESIDENTIAL AREA; WILL ADVERSELY AFFECT REAL PROPERTY VALUES.,5,N,RICHMOND-NORTH,BOARD APPEAL HEARING,9/13/2007,3/19/2008,05/27/08,,,,,,,APPLICATION-LICENSE REFUSED
1022,ROYAL MART 10,46610,805 E Parham Rd,Richmond,VA,23227,FAILED TO KEEP DESIGNATED MGR.'S NAME POSTED,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/26/2008,,06/05/08,7, $ 500.00 ,,,,,
1034,MEADOWOOD SUPER MARKET,71592,5118 Richmond Henrico Tpke,Richmond,VA,23227,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,12/15/2007,,06/16/08,25," $ 2,000.00 ",,,,,
162,Q-MARKET #480 ,70878,7101 Brook Rd,Richmond,VA,232272248,SOLD TO UAB,1,Y,RICHMOND-NORTH,INITIAL HEARING,5/12/2007,10/10/2007,12/7/2007,30," $ 3,000.00 ",10,,,,
176,MOBIL 95,43180,5604 Chamberlayne Rd,Richmond,VA,232272411,SOLD TO UAB,1,N,RICHMOND-NORTH,INITIAL HEARING,5/12/2007,10/30/2007,11/1/2007,15," $ 1,500.00 ",,,,,
186,7 ELEVEN STORE 2515 24603,35141,2111 Hilliard Rd,Richmond,VA,23228,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/3/2007,,7/9/2007,25," $ 2,000.00 ",,,,,
187,"G & R AUTO SERVICE, INC. ",44869,2303 Hungary Rd,Richmond,VA,23228,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/3/2007,,7/9/2007,25," $ 2,000.00 ",,,,,
225,ARCO IRIS LATINO MARKET II,45748,6111 Staples Mill Rd,Richmond,VA,23228,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/19/2007,,8/2/2007,25," $ 2,000.00 ",,,,,
279,ECKERD DRUG # 8406,8358,9501 Staples Mill Rd,Richmond,VA,23228,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/19/2007,,9/10/2007,25," $ 2,000.00 ",,,,,
524,LAKESIDE RESTAURANT,41528,5815 Lakeside Ave,Richmond,VA,23228,SOLD TO UAB,1,N,RICHMOND-NORTH,INITIAL HEARING,3/3/2007,10/24/2007,1/2/2008,25," $ 2,000.00 ",,,,,
655,SHANNON EXPRESS MART,3260,8701 Shrader Rd,Richmond,VA,23228,SOLD TO UAB; FAILED TO HAVE DESIGNATED MGR. PRESENT,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,11/6/2007,,1/30/2008,25," $ 2,500.00 ",,,,,
880,PHO 79,26199,6909 Staples Mill Rd,Richmond,VA,23228,FAILED TO HAVE DESIGNATED MGR. PRESENT ,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,2/14/2008,,04/16/08,7, $ 500.00 ,,,,,
881,PHO 79,26199,6909 Staples Mill Rd,Richmond,VA,23228,PURCHASED WINE OR BEER FROM A PERSON OTHER THAN A MANUFACTURER; FAILED TO KEEP DESIGNATED MGR.'S NAME POSTED,2,Y,RICHMOND-NORTH,CONSENT SETTLEMENT,11/14/2007,,04/16/08,7," $ 1,000.00 ",,,,,
1025,7 ELEVEN STORE 2515 24603A,48373,2111 Hilliard Rd,Richmond,VA,23228,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,12/15/2007,,06/05/08,25," $ 2,000.00 ",,,,,
724,FAS MART # 78 ,26081,5600 Lakeside Ave,Richmond,VA,23228-,SOLD TO UAB,1,Y,RICHMOND-NORTH,CONSENT SETTLEMENT,11/14/2007,,2/29/2008,25," $ 2,000.00 ",,,,,
213,FOOD LION 297,9660,9157 Staples Mill Rd,Richmond,VA,232282027,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,6/19/2007,,7/26/2007,25," $ 2,000.00 ",,,,,
133,GLENSIDE CHEVRON,39348,5401 Glenside Dr,Richmond,VA,232283900,SOLD TO UAB,1,Y,RICHMOND-NORTH,BOARD APPEAL HEARING,5/19/2007,9/7/2007,12/17/2007,30," $ 2,500.00 ",3,,,,
111,SJ'S LAKESIDE TAVERN (MB),38584,5406 Lakeside Dr,Richmond,VA,232286010,QUALIFICATIONS,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,4/30/2007,,8/20/2007,10," $ 1,000.00 ",,,,,
1041,7 ELEVEN STORE 2515 11097,6027,1419 E Ridge Rd,Richmond,VA,23229,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,12/29/2007,,06/16/08,25," $ 2,000.00 ",,,,,
183,QUIOCCASIN AUTO CLINIC,39143,9230 Quioccasin Rd,Richmond,VA,232295426,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/19/2007,,7/9/2007,25," $ 2,000.00 ",,,,,
14,GROCERY & RESTAURANTE EL ANGEL,39822,6006 W Broad St,Richmond,VA,23230,ALLOWED CONSUMPTION OF AB ON PREMISES ON AN OFF PREMISES LICENSE,1,N,RICHMOND-NORTH,INITIAL HEARING,12/14/2006,5/17/2007,7/18/2007,,,,,,Y,
716,GOLDIES CONVENIENCE STORE,26251,3338 N Boulevard,Richmond,VA,23230,SOLD TO UAB,1,N,RICHMOND-SOUTH,BOARD APPEAL HEARING,5/27/2007,12/4/2007,2/27/2008,25," $ 2,000.00 ",,,,,
731,COURTYARD BY MARRIOTT,43566,6400 W Broad St,Richmond,VA,23230,SOLD TO UAB,1,N,RICHMOND-NORTH,OFFER IN COMPROMISE,11/6/2007,2/27/2008,3/3/2008,25," $ 1,500.00 ",,,,,
806,OM'S MART,34250,3200 N Boulevard,Richmond,VA,23230,FAILED TO HAVE DESIGNATED MGR. PRESENT; SOLD TO UAB; FAILED TO KEEP DESIGNATED MGR.'S NAME POSTED,3,N,RICHMOND-SOUTH,INITIAL HEARING,10/5/2007,2/15/2008,03/26/08,25," $ 2,000.00 ",,,,,
912,THE CRAZY GREEK,15365,1903 Staples Mill Rd,Richmond,VA,23230,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,2/15/2008,,04/25/08,25," $ 2,000.00 ",,,,,
980,BUZ AND NED'S REAL BARBECUE,26734,1119 N Boulevard,Richmond,VA,23230,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,2/15/2008,,05/15/08,25," $ 2,000.00 ",,,,,
1049,EXTRA BILLY'S,30241,5205 W Broad St,Richmond,VA,23230,SOLD TO UAB,1,N,RICHMOND-NORTH,INITIAL HEARING,11/6/2007,5/19/2008,06/19/08,,,,,,Y,
206,VARINA MARKET,28591,4110 Darbytown Rd,Richmond,VA,23231,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/3/2007,,7/18/2007,25," $ 2,000.00 ",,,,,
166,VA 014,33433,2707 Williamsburg Rd,Richmond,VA,232312032,SOLD TO UAB,1,Y,RICHMOND-NORTH,OFFER IN COMPROMISE,3/3/2007,9/7/2007,9/20/2007,," $ 2,500.00 ",10,,,,
259,FAS MART # 87,26058,3050 Williamsburg Rd,Richmond,VA,232312128,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,7/3/2007,,8/20/2007,25," $ 2,000.00 ",,,,,
211,UPPY'S XXXX,39952,4710 Williamsburg Rd,Richmond,VA,232312742,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/3/2007,,7/26/2007,25," $ 2,000.00 ",,,,,
522,FIREBIRDS ROCKY MOUNTAIN GRILL,27979,11800 W Broad St # 1068,Richmond,VA,23233,ADVERTISED HAPPY HOUR CONTRARY TO RULES/MADE AB GIFTS TO PERSONS,2,N,RICHMOND-NORTH,INITIAL HEARING,4/25/2007,10/26/2007,1/2/2008,10," $ 2,000.00 ",,,,,
403,SONRISE B P ,43317,3901 Gaskins Rd,Richmond,VA,232331415,SOLD TO UAB,1,N,RICHMOND-NORTH,OFFER IN COMPROMISE,5/19/2007,10/2/2007,10/17/2007,," $ 1,500.00 ",,,,,
782,JEFFERSON DAVIS RACEWAY,45063,5600 Jefferson Davis Hwy,Richmond,VA,23234,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,1/25/2008,,03/20/08,25," $ 2,000.00 ",,,,,
1026,7 ELEVEN STORE 2515 11069,4525,4700 Walmsley Blvd,Richmond,VA,23234,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,5/7/2008,,6/5/2008,25," $ 2,000.00 ",,,,,
282,COMIDA MIXTA,16680,4003 Jefferson Davis Hwy,Richmond,VA,232342635,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,3/29/2007,,9/17/2007,25," $ 2,000.00 ",,,,,
815,DON JOSE (MB),43441,7148 Hull Street Rd,Richmond,VA,23235,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,12/18/2007,,03/26/08,7, $ 500.00 ,,,,,
849,HOPS RESTAURANT BAR & BREWEY,39914,1570 Koger Center Blvd,Richmond,VA,23235,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,2/12/2008,,04/01/08,25," $ 2,000.00 ",,,,,
864,FRANK'S ITALIAN RISTORANTE PIZZERIA,53504,3054 Stony Point Rd,Richmond,VA,23235,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,2/12/2008,,04/08/08,25," $ 2,000.00 ",,,,,
920,HOLIDAY INN KOGER CENTER,42804,1021 KogerCenter Blvd,Richmond,VA,23235,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,3/7/2008,,04/25/08,25," $ 2,000.00 ",,,,,
939,OLD TIMES RESTAURANT,50038,8240 Midlothian Tpke,Richmond,VA,23235,APPLICANT HAS NOT RESIDED IN VA FOR AT LEAST ONE YEAR IMMEDIATELY PRECEDING APPLICATION,1,N,RICHMOND-SOUTH,INITIAL HEARING,1/18/2008,4/8/2008,5/9/2008,,,,,,,APPLICATION-LICENSE GRANTED
964,THE NEW MCGOO'S (MB),29683,7114 Hull Street Rd,Richmond,VA,23235,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,RICHMOND-SOUTH,INITIAL HEARING,8/1/2007,4/17/2008,05/27/08,7, $ 500.00 ,,,,,
644,BAILEY'S PUB & GRILL,38736,11581 Robious Rd,Richmond,VA,232352346,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,11/8/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
692,CVS PHARMACY # 1546,76611,8811 Forest Hill Ave,Richmond,VA,232352433,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,12/12/2007,,2/8/2008,25," $ 2,000.00 ",,,,,
994,ANDRE'S GRILLE,32021,3511 Courthouse Rd,Richmond,VA,23236,SOLD TO UAB,1,N,RICHMOND-SOUTH,OFFER IN COMPROMISE,3/25/2008,5/14/2008,6/4/2008,," $ 1,500.00 ",,,,,
352,RITE AID #11249,77103,1104 Courthouse Rd,Richmond,VA,232363103,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,9/25/2007,,11/26/2007,25," $ 2,000.00 ",,,,,
696,"MEXICO LINDO MINI MARKET, INC.",45635,7411 Jefferson Davis Hwy,Richmond,VA,232371515,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,12/15/2007,,2/8/2008,25," $ 2,000.00 ",,,,,
299,DON PAPA GRANDE MEXICAN REST,29447,"8900 West Broad Street, Suite A",Richmond,VA,23294,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,8/4/2007,,10/4/2007,25," $ 2,000.00 ",,,,,
792,FUDDRUCKERS,60807,8317 W Broad St,Richmond,VA,23294,SOLD TO UAB; ALLOWED UAB TO SELL/ SERVE AB BEVERAGES,2,N,RICHMOND-NORTH,CONSENT SETTLEMENT,1/12/2008,,03/20/08,25," $ 2,500.00 ",,,,,
877,LOS RIOS MEXICAN RESTAURANT,13313,2601 Tuckernuck Dr,Richmond,VA,23294,SOLD TO UAB; ALLOWED CONSUMPTION OF AB BY A UAB. ,2,Y,RICHMOND-NORTH,BOARD APPEAL HEARING,9/14/2007,2/15/2008,04/15/08,," $ 4,500.00 ",3,,,,
320,ONE STAR STEAKHOUSE & SALOON,59514,8099 W Broad St,Richmond,VA,232944220,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,9/11/2007,,10/25/2007,25," $ 2,000.00 ",,,,,
224,ROYAL MART # 7,45919,8920 W Broad St,Richmond,VA,232945803,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,6/19/2007,,7/30/2007,25," $ 2,000.00 ",,,,,
1016,EL RANCHITO MEXICAN STORE,32943,21359 S Bayside Rd,Cheriton,VA,23316,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,4/13/2008,,06/05/08,25," $ 2,000.00 ",,,,,
262,KMART #3471,1525,2001 South Military Hwy,Chesapeake,VA,23320,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/13/2007,,8/24/2007,25," $ 2,000.00 ",,,,,
715,PARADOCKS EAST COAST GRILLE,48616,801 Eden Way N,Chesapeake,VA,23320,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/16/2007,,2/22/2008,25," $ 2,000.00 ",,,,,
781,TGI FRIDAYS,27508,110 Volvo Pky,Chesapeake,VA,23320,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/15/2007,,03/20/08,25," $ 2,000.00 ",,,,,
846,ASSOCIATED DISTRIBUTORS,41718,401 Woodlake Dr,Chesapeake,VA,23320,SOLD AB TO AN UNAUTHORIZED PERSON,1,N,CHESAPEAKE,CONSENT SETTLEMENT,5/4/2007,,4/1/2008,10," $ 1,000.00 ",,,,,
927,LONGSHOTS,15320,1125 S Military Hwy,Chesapeake,VA,23320,EMPLOYED A CONVICTED FELON,1,N,CHESAPEAKE,OFFER IN COMPROMISE,9/26/2007,4/30/2008,5/2/2008,," $ 2,000.00 ",,,,,
508,GREENBRIER FOOD MART,73543,1025 A Eden Way N,Chesapeake,VA,233202740,SOLD TO UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,10/16/2007,12/6/2007,1/2/2008,," $ 1,500.00 ",,,,,
303,FOOD LION #2631,42640,2048 Compostella Rd,Chesapeake,VA,233202931,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/23/2007,,10/4/2007,25," $ 2,000.00 ",,,,,
665,BP MART,38931,4400 Taylor Rd,Chesapeake,VA,23321,SOLD TO UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,8/17/2007,2/6/2008,2/7/2008,,,60,,,,
923,MILLER MART # 57,6105,4444 Portsmouth Blvd,Chesapeake,VA,23321,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/27/2007,,04/25/08,25," $ 2,000.00 ",,,,,
158,DENNIS SPAGHETTI & STEAK HOUSE,57557,3356 Western Branch Blvd Ste C,Chesapeake,VA,233215138,SOLD TO UAB,1,Y,CHESAPEAKE,INITIAL HEARING,5/16/2007,9/26/2007,11/28/2007,30," $ 3,000.00 ",10,,,,
237,LITTLE EARLES SUPERMARKET,46938,2632 S Battlefield Blvd,Chesapeake,VA,23322,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/20/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
527,LITTLE EARLES SUPERMARKET,46938,2632 S Battlefield Blvd,Chesapeake,VA,23322,SOLD TO UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,8/15/2007,11/14/2007,1/4/2008,," $ 5,000.00 ",3,,,,
769,FOSSIL ROCK INN (MB),47036,"1457 Mount Pleasant Rd, Ste 108",Chesapeake,VA,23322,QUALIFICATIONS,1,N,CHESAPEAKE,INITIAL HEARING,10/23/2007,2/11/2008,03/19/08,,,,,,,APPLICATION-LICENSE GRANTED
1048,EL PARIAN MEXICAN RESTAURANT,43876,"1464 Mt Pleasant Rd, Ste 28",Chesapeake,VA,23322,FAILED TO POST DESIGNATED MGR.'S NAME WHILE HE'S IN CHARGE; OWNER IS NOT OF GOOD MORAL CHARACTER; LANGUAGE BARRIER; QUALIFICATIONS; FAILED TO OBLITERATE MIXED BEVERAGE STAMPS.,5,N,CHESAPEAKE,OFFER IN COMPROMISE,6/5/2008,6/9/2008,06/18/08,," $ 5,000.00 ",,,,,
588,KANGAROO EXPRESS # 3697,39990,1001 George Washington Hwy N,Chesapeake,VA,23323,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/1/2007,,1/4/2008,25," $ 2,000.00 ",,,,,
41,PARADISE GENTLEMEN CLUB & SPORTS,52055,3000 S Military Hwy,Chesapeake,VA,233234511,FAILED TO HAVE DESIGNATED MGR. PRESENT,1,N,CHESAPEAKE,CONSENT SETTLEMENT,9/14/2007,,11/9/2007,7, $ 500.00 ,,,,,
305,CAMPOSTELLA SOLO,12792,2561 Campostella Rd,Chesapeake,VA,23324,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/23/2007,,10/4/2007,25," $ 2,000.00 ",,,,,
845,RITE AID # 11251,43499,2040 Atlantic Ave,Chesapeake,VA,23324,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,2/1/2008,,04/01/08,25," $ 2,000.00 ",,,,,
296,33RD PRECINCT,26060,2139 Chesapeake Dr,Chesapeake,VA,233242017,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/11/2007,,10/2/2007,25," $ 2,000.00 ",,,,,
793,IRWINS PHARMACY,37599,4300 Indian River Rd,Chesapeake,VA,23325,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,2/9/2008,,03/20/08,25," $ 2,000.00 ",,,,,
233,PANCAKES N THINGS,26519,4408 Indian River Rd,Chesapeake,VA,233253131,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/13/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
453,VA 071,33455,1488 Butts Station Rd,Chesapeake,VA,23327,SOLD TO TWO UAB'S; FAILED TO HAVE DESIGNATED MANAGER PRESENT AND IN ACTUAL CHARGE,2,N,CHESAPEAKE,CONSENT SETTLEMENT,9/14/2007,,10/25/2007,25," $ 2,500.00 ",,,,,
607,STEAMERS RESTAURANT,16621,6251 Maddox Blvd,Chincoteague,VA,233363814,QUALIFICATIONS,1,Y,CHESAPEAKE,INITIAL HEARING,9/1/2007,12/12/2007,1/30/2008,,,,,Y,,REVOKED
157,OCEAN DELI,39090,33591 Chincoteague Rd,Wallops Island,VA,233372207,SOLD TO UAB,1,Y,CHESAPEAKE,INITIAL HEARING,3/31/2007,9/20/2007,11/9/2007,30," $ 3,000.00 ",10,,,,
595,THE BLUE CROW ANTIQUE MALL,43640,32124 Lankford Hwy,Keller,VA,23401,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/6/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
697,THE INN & GARDEN CAFÉ (MB),28185,145 Market St,Onancock,VA,23417,QUALIFICATIONS,1,Y,CHESAPEAKE,INITIAL HEARING,4/30/2007,12/14/2007,2/21/2008,, $ 500.00 ,,,,,BOARD MODIFIED INITIAL DECISION
760,SIDE TRAK,39572,1216 Portsmouth Blvd,Suffolk,VA,23434,SOLD TO UAB,1,Y,HAMPTON,BOARD APPEAL HEARING,6/22/2007,12/6/2007,3/19/2008,30," $ 3,000.00 ",10,,,,
567,BARON'S PUB RESTAURANT,25887,185 Main St,Suffolk,VA,234344507,ALLOWED CONSUMPTION BY 4 PERSONS; ALLOWED AN INTOXICATED PERSON TO LOITER,2,Y,HAMPTON,INITIAL HEARING,6/23/2007,12/6/2007,1/23/2008,25," $ 4,500.00 ",,,,,
729,TERRA COTTA CAFÉ,29195,"5860 Harbour View Blvd, Ste B9",Suffolk,VA,23435,SOLD TO UAB,1,N,HAMPTON,OFFER IN COMPROMISE,11/8/2007,2/26/2008,3/3/2008,25," $ 1,500.00 ",,,,,
484,UROMA'S LOUNGE,42788,230 17th St,Virginia Beach,VA,23451,"APPLICATION OBJECTIONS: NUMBER OF LICENSES EXISTENT IS DETRIMENTALTO INTEREST, MORALS, ETC./BOARD NOT AUTHORIZED & EMPOWERED TO ISSUE LICENSE",3,N,CHESAPEAKE,BOARD APPEAL HEARING,7/21/2006,7/24/2007,7/25/2007,,,,,,,APPLICATION-LICENSE GRANTED
269,O'LEARY'S BAR & GRILL,8647,2865 Lynnhaven Drive Suite D3,Virginia Beach,VA,23451,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,7/13/2007,,8/29/2007,25," $ 2,000.00 ",,,,,
117,ANGELO'S BY THE SEA,14152,2809 Atlantic Ave,Virginia Beach,VA,23451,QUALIFICATIONS,1,N,CHESAPEAKE,INITIAL HEARING,5/17/2007,8/14/2007,9/26/2007,, $ 500.00 ,,,,,
118,ANGELO'S BY THE SEA,13797,2809 Atlantic Ave,Virginia Beach,VA,23451,QUALIFICATIONS,1,N,CHESAPEAKE,INITIAL HEARING,1/16/2007,8/14/2007,9/26/2007,, $ 500.00 ,,,,,
389,VA 067,33457,900 General Booth Blvd,Virginia Beach,VA,23451,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/27/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
685,OFFSHORE BAR & GRILL,43867,2973 Shore Dr,Virginia Beach,VA,23451,FAILED TO SUBMIT ANNUAL REVIEW REPORT; FAILED TO KEEP COMPLETE & ACCURATE RECORDS,2,N,CHESAPEAKE,CONSENT SETTLEMENT,9/1/2007,,2/8/2008,7," $ 1,000.00 ",,,,,
749,ANGELO'S BY THE SEA,13797,2809 Altantic Ave,Virginia Beach,VA,23451,INSUFFICIENT FUNDS CHECK ,1,N,CHESAPEAKE,INITIAL HEARING,5/4/2007,11/1/2007,03/17/08,7, $ 250.00 ,,,,,
828,STEPPING OUT,57015,600 Nevan Rd,Virginia Beach,VA,23451,QUALIFICATIONS,1,Y,CHESAPEAKE,BOARD APPEAL HEARING,6/30/2007,12/14/2007,4/2/2008,,,,,,,MUST MEET QUALIFICATIONS BY 9/1/08
464,CABANA CAFÉ,38772,1201 Atlantic Ave,Virginia Beach,VA,234513505,SOLD TO UAB; FAILED TO KEEP DESIGNATED MGR.'S NAME POSTED,2,N,CHESAPEAKE,CONSENT SETTLEMENT,6/19/2007,,10/12/2007,25," $ 2,500.00 ",,,,,
566,HOLIDAYS (MB),25891,424 Atlantic Ave,Virginia Beach,VA,234513611,QUALIFICATIONS,1,Y,CHESAPEAKE,INITIAL HEARING,2/28/2007,12/7/2007,1/24/2008,7," $ 2,500.00 ",,,,,
112,TORTUGAS CAFÉ & TIKI BAR (MB),38910,3401 Atlantic Ave,Virginia Beach,VA,234513905,QUALIFICATIONS,1,N,CHESAPEAKE,INITIAL HEARING,8/31/2006,6/21/2007,8/6/2007,10," $ 1,000.00 ",,,,,
670,DIRTY DICK'S CRAB HOUSE,26675,530 Winston Salem Ave,Virginia Beach,VA,234514751,ALLOWED NOISY OR DISORDERLY CONDUCT; ALLOWED CONSUMPTION OF AB BY EMPLOYEES WHILE ON DUTY,2,N,CHESAPEAKE,CIRCUIT COURT,8/19/2006,9/24/2007,2/7/2008,,,,,,Y,CIRCUIT COURT DISPOSITION
256,NAWAB INDIAN CUISINE,77841,756 First Colonial Rd,Virginia Beach,VA,234516124,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,7/13/2007,,8/20/2007,25," $ 2,000.00 ",,,,,
109,GRUMPY'S RESTAURANT & LOUNGE,10344,3541 S Plaza Trl,Virginia Beach,VA,23452,QUALIFICATIONS,1,N,CHESAPEAKE,INITIAL HEARING,5/31/2006,8/14/2007,9/26/2007,7," $ 1,000.00 ",,8,,,
570,HAPPY BUFFET,41892,879 Lynnhaven Pky,Virginia Beach,VA,23452,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/3/2007, ,1/15/2008,25," $ 2,000.00 ", , ,, ,
