RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,CONTINUANCE?,DATE AVAILABLE TO H & A,DATE HEARD,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS), CIVIL PENALTY ($) ,MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER,,,,,,,,,,
500,FAST BREAK CONVENIENCE STORES,40823,1600 WEST BROAD STREET,RICHMOND,VA,23220,UAB,1,Y,RICHMOND,APPEAL HEARING,9/19/2012,N,10/16/2012,11/20/2012,12/10/2012,3/11/2013,5," $ 3,000.00 ",5,,,,,,,,,,,,,,
275,CHAMBERLAYNE SHELL,36550,2021 CHAMBERLAYNE AVE.,RICHMOND,VA,23222,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/19/2012,N,10/9/2012,,,11/19/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
648,NORTHSIDE FOODLAND,56597,2919 NORTH STREET,RICHMOND,VA,23222,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/4/2013,N,5/2/2013,,,6/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
63,TONY'S MARKET,48557,"3714 MECHANICSVILLE TNPK, STE A",RICHMOND,VA,23223,UAB,1,Y,RICHMOND,INITIAL HEARING,3/7/2012,N,3/28/2012,5/3/2012,6/20/2012,7/24/2012,25," $ 2,500.00 ",5,,,,,,,,,,,,,,
381,OCEAN MARKET,72975,2438 VENABLE STREET,RICHMOND,VA,23223,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,11/5/2012,N,12/4/2012,,,1/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
667,ISLAND BISTRO BAR & GRILL,79588,1726 E MAIN STREET,RICHMOND,VA,23223,UAB; LICENSEE ALLOWED BEER DISPENSED FOR ON PREMISES CONSUMPTION TO BE REMOVED FROM AUTHORIZED AREAS UPON LICENSED PREMISES,1,N,RICHMOND,CONSENT SETTLEMENT,3/16/2013,N,3/22/2013,,,6/13/2013,25,,,,,,,,,,,,,,,,
361,B & S FOOD MART,7181,3610 E BROAD ROCK RD.,RICHMOND,VA,23224,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,10/31/2012,N,12/4/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
433,EL QUETZAL REST,42644,2615 BROAD ROCK BLVD.,RICHMOND,VA,23224,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/9/2012,N,12/10/2012,,,1/22/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
515,TURNER ROAD MILLER MART,39626,2910 TURNER RD,RICHMOND,VA,23224,UAB,1,Y,RICHMOND,INITIAL HEARING,10/31/2012,N,12/5/2012,1/16/2013,2/6/2013,3/18/2013,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
519,JIMMY'S CONVENIENCE LLC,78881,3204 HULL ST ,RICHMOND,VA,23224,UAB,1,N,RICHMOND,INITIAL HEARING,10/31/2012,N,12/17/2012,2/7/2013,2/19/2013,3/22/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
123,S&K MINI MART,62099,3406 FOREST HILL AVE,RICHMOND,VA,23225,UAB,1,N,RICHMOND,INITIAL HEARING,4/30/2012,N,5/31/2012,7/10/2012,8/1/2012,9/6/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
358,ILLUSIONS NIGHT CLUB,80307,6346 MIDLOTHIAN TURNPIKE,RICHMOND,VA,23225,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/7/2012,N,11/28/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
408,ARCO IRIS LATINO MARKET INC,19209,6445 MIDLOTHIAN TURNPIKE,RICHMOND,VA,23225,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,11/7/2012,N,12/7/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
241,7 ELEVEN STORE 34552-H,66033,5618 PATTERSON AVENUE,RICHMOND,VA,23226,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/17/2012,N,10/3/2012,,,10/25/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
281,7 ELEVEN STORE 11095-A,79426,6310 HORSEPEN ROAD,RICHMOND,VA,23226,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/20/2012,N,10/5/2012,,,11/26/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
625,YUM YUM GOOD CHINESE RESTAURANT,57943,5612 PATTERSON AVENUE,RICHMOND,VA,23226,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/3/2013,N,5/2/2013,,,5/21/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
574,ANTHONY & GEORGE'S STEAKHOUSE,59348,7505 STAPLES MILL ROAD,RICHMOND,VA,23228,UAB,1,Y,RICHMOND,APPEAL HEARING,9/20/2012,N,11/28/2012,1/14/2013,2/6/2013,4/18/2013,5," $ 1,500.00 ",,,,,,,,,,,,,,,
58,TEXAS DE BRAZIL,43320,1404 N PARHAM BLVD.,RICHMOND,VA,23229,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/14/2012,N,7/11/2012,,,7/27/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
247,TOPEKAS OF RICHMOND,22131,1776 N PARHAM ROAD,RICHMOND,VA,23229,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/20/2012,N,10/3/2012,,,10/31/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
139,WILLOW LAWN EXXON,70714,4900 W BROAD STREET,RICHMOND,VA,23230,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,5/15/2012,N,8/6/2012,,,9/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
382,SU CASA,45979,4013 W BROAD STREET,RICHMOND,VA,23230,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/5/2012,N,12/7/2012,,,1/8/2013,25,,,,,,,,,,,,,,,,
626,QUICK N EASY,27741,4105 W BROAD STREET,RICHMOND,VA,23230,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/3/2013,N,5/2/2013,,,5/21/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
669,JOY GARDEN RESTAURANT,34264,2918 WEST BROAD STREET,RICHMOND,VA,23230,UAB,1,N,RICHMOND,APPEAL HEARING,11/14/2012,N,1/17/2013,3/16/2013,4/19/2013,6/13/2013,," $ 1,000.00 ",,,,,RSVP TRAINING WITHIN 12 MOS. OF BD. ORDER,,,,,,,,,,
276,GRAB N GO CONVENIENCE STORE,46199,1581 DARBYTOWN ROAD,RICHMOND,VA,23231,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,8/20/2012,n,10/9/2012,,,11/19/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
331,CHUBBYS AMOCO,46771,1130 NEW MARKET ROAD,RICHMOND,VA,23231,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,10/13/2012,N,11/29/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
98,BAKERS CRUST CAFÉ,27683,"11800 W BROAD STREET, SUITE 1102",RICHMOND,VA,23233,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/26/2012,N,8/6/2012,,,8/21/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
547,VA601 SHELL CORNER MART,33463,4050 SPRING OAK DRIVE,RICHMOND,VA,23233,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,2/8/2013,N,3/4/2013,,,4/2/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
612,BAKERS CRUST CAFÉ,27683,"11800 W BROAD STREET, STE 1102",RICHMOND,VA,23233,UAB,1,Y,RICHMOND,OFFER IN COMPROMISE,2/12/2013,Y,2/26/2013,,,5/15/2013,," $ 6,000.00 ",,,,,,,,,,,,,,,
73,SPORTING NEWS GRILL,62802,4303 COMMERCE ROAD,RICHMOND,VA,23234,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/16/2012,N,5/14/2012,,,8/6/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
349,BEULAH BP MART,48921,4224 BEULAH ROAD,RICHMOND,VA,23237,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/1/2012,N,12/5/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
541,EURASIA,57898,1308 GASKINS ROAD,RICHMOND,VA,23238,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,2/12/2013,N,2/26/2013,,,4/2/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
359,QUEENS DIM SUM,63707,7801 W BROAD STREET #1,RICHMOND,VA,23294,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/5/2012,N,11/30/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
405,TGI FRIDAYS 1889,59103,7023 W BROAD STREET,RICHMOND,VA,23294,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/5/2012,N,12/12/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
410,TRIPPS - BROAD STREET,70346,9318 W BROAD STREET,RICHMOND,VA,23294,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,11/5/2012,N,12/10/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
25,STING RAY'S,61857,26507 LANKFORD HIGHWAY,CAPE CHARLES,VA,23310,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/15/2012,N,6/22/2012,,,7/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
55,SUNSET BEACH LLC,68365,32246 LANKFORD HWY,CAPE CHARLES,VA,23310,UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,6/15/2012,N,6/20/2012,,,7/24/2012,," $ 1,000.00 ",,,,,,,,,,,,,,,
64,KELLYS GINGERNUT PUB,39571,133 MASON AVENUE,CAPE CHARLES,VA,23310,UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,6/15/2012,N,6/21/2012,,,7/31/2012,," $ 1,000.00 ",,,,,RSVP TRAINING ALL STAFF,,,,,,,,,,
340,CVS PHARMACY #255,63579,1329 KEMPSVILLE ROAD,CHESAPEAKE,VA,23320,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/14/2012,N,11/30/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
471,HILTON GARDEN IN CHESAPEAKE GREENBRIER,28408,1565 CROSSWAYS BLVD.,CHESAPEAKE,VA,23320,UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,11/14/2012,Y,11/30/2012,,,2/7/2013,," $ 4,500.00 ",,,,,RSVP & MART TWICE YEARLY,,,,,,,,,,
473,HYATT PLACE HOTEL,54319,709 EDEN WAY,CHESAPEAKE,VA,23320,UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,11/14/2012,N,11/30/2012,,,2/7/2013,," $ 1,500.00 ",,,,,RSVP FOR ALL STAFF W/IN NEXT 12 MONTHS,,,,,,,,,,
187,MILLER MART #68,17319,3200 WESTERN BRANCH BLVD,CHESAPEAKE,VA,23321,UAB,1,Y,CHESAPEAKE,INITIAL HEARING,6/5/2012,N,6/14/2012,7/19/2012,8/28/2012,10/11/2012,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
3,SIMPLY THAI CUISINE,57173,326 CARMICHAEL WAY,CHESAPEAKE,VA,23322,UAB,1,N,CHESAPEAKE,INITIAL HEARING,3/7/2012,N,3/23/2012,4/11/2012,5/31/2012,7/3/2012,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
104,STOP N SAVE,59340,"1800 LIBERTY STREET, STE. 101",CHESAPEAKE,VA,23324,UAB,1,N,CHESAPEAKE,APPEAL HEARING,10/5/2011,Y,12/9/2011,2/8/2012,4/13/2012,8/24/2012,10," $ 1,000.00 ",,,,,,,,,,,,,,,
178,FOOD LION 849,9778,1941 S CHURCH STREET,SMITHFIELD,VA,23430,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,9/12/2012,N,9/19/2012,,,10/4/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
130,BENNETTS GREEK RESTAURANT & MARINA,66361,3305 FERRY ROAD,SUFFOLK,VA,23435,UAB,1,Y,HAMPTON,APPEAL HEARING,4/21/2012,N,5/8/2012,5/23/2012,6/12/2012,9/12/2012,7," $ 2,500.00 ",7,,,,,,,,,,,,,,
460,BIRDNECK FOOD MART,40088,580 N. BIRDNECK ROAD,VIRGINIA BEACH,VA,23451,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/14/2012,N,12/14/2012,,,1/31/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
543,O'LEARYS BAR & GRILL,8647,"2865 LYNHAVEN DR, SUITE D3",VIRGINIA BEACH,VA,23451,UAB,1,Y,CHESAPEAKE,CONSENT SETTLEMENT,2/23/2013,N,3/8/2013,,,4/2/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
549,THUMBS,78733,605 VIRGINIA BEACH BOULEVARD,VIRGINIA BEACH,VA,23451,UAB,1,N,CHESAPEAKE,APPEAL HEARING,4/20/2012,Y,5/31/2012,9/11/2012,10/24/2012,4/10/2013,,,,12,,,PROCEEDINGS DEFERRED FOR 12 MONTHS,,,,,,,,,,
659,DOCKSIDE,26864,3311 SHORE DRIVE,VIRGINIA BEACH,VA,23451,UAB; FAILED TO HAVE A DESIGNATED MANAGER PRESENT & IN CHARGE OF BUSINESS,2,N,CHESAPEAKE,OFFER IN COMPROMISE,2/23/2013,N,3/12/2013,5/30/2013,,6/6/2013,," $ 1,500.00 ",,,,,,,,,,,,,,,
367,7 ELEVEN STORE 2514-33385 B,51237,308 LYNNHAVEN PARKWAY,VIRGINIA BEACH,VA,23452,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/14/2012,N,11/30/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
301,BONESHAKERS SPORTS BAR & GRILL,67794,1297 GENERAL BOOTH BLVD,VIRGINIA BEACH,VA,23454,UAB,1,N,CHESAPEAKE,INITIAL HEARING,4/20/2012,Y,5/31/2012,8/15/2012,10/2/2012,12/4/2012,15," $ 1,500.00 ",,,,,,,,,,,,,,,
469,7 ELEVEN STORE 19348-A,80900,1575 MILL DAM ROAD,VIRGINIA BEACH,VA,23454,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/14/2012,N,1/14/2013,,,2/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
535,SMOKIES,27710,1715 HARPERS ROAD,VIRGINIA BEACH,VA,23454,UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,11/9/2012,Y,12/7/2012,,,3/29/2013,," $ 1,500.00 ",,,,,RSVP ALL EMPLOYEES WITH IN 6 MONTHS,,,,,,,,,,
624,PLAZA AZTECA,42268,1824 LASKIN ROAD,VIRGINIA BEACH,VA,23454,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/27/2013,N,4/19/2013,,,5/21/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
683,FARM FRESH SUPERMARKET 197,78200,1615 GENERAL BOOTH BOULEVARD,VIRGINIA BEACH,VA,23454,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,4/13/2013,N,5/24/2013,,,6/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
363,FARM FRESH FOOD AND PHARMACY,44476,1069 INDEPENDENCE BLVD.,VIRGINIA BEACH,VA,23455,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/19/2012,N,11/29/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
505,7 ELEVEN STORE 33638-A,64482,1100 INDEPENDENCE BOULEVARD,VIRGINIA BEACH,VA,23455,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,2/2/2013,N,2/15/2013,,,3/18/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
431,RESTAURANTE OLE,67681,5191 SHORE DRIVE,VIRGINIA BEACH,VA,23455,UAB; ALLOWED DONNA JEAN PEYER TO BE IN CHARGE OF THE BUSINESS AND FAILED TO KEEP HER NAME POSTED,2,N,CHESAPEAKE,INITIAL HEARING,5/10/2012,N,7/31/2012,9/12/2012,10/24/2012,1/15/2013,15," $ 2,000.00 ",,,,,,,,,,,,,,,
134,MARGIE & RAYS KITCHEN & CRAB HOUSE,1657,1240 SANDBRIDGE ROAD,VIRGINIA BEACH,VA,23456,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/26/2012,N,8/10/2012,,,9/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
164,7 ELEVEN STORE 34728-A,78659,2444 NIMMO PARKWAY,VIRGINIA BEACH,VA,23456,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/25/2012,N,8/29/2012,,,9/24/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
109,MINI ITALIA NEW YORK PIZZERIA,59425,665 NEWTOWN ROAD,VIRGINIA BEACH,VA,23462,UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,6/12/2012,N,7/12/2012,,,8/31/2012,30,,,,,,,,,,,,,,,,
432,MINI MART,55346,601 NEWTOWN RD,VIRGINIA BEACH,VA,23462,UAB,1,N,CHESAPEAKE,INITIAL HEARING,9/14/2012,N,10/17/2012,11/27/2012,12/14/2012,1/15/2013,60," $ 5,000.00 ",20,,,,,,,,,,,,,,
522,THE BRITISH SHOP,79327,"676 N WITCHDUCK ROAD, SUITE A",VIRGINIA BEACH,VA,23462,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,2/2/2013,N,2/14/2013,,,3/25/2013,25,,,,,,,,,,,,,,,,
173,7 ELEVEN STORE 24187-A,69531,5259 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/25/2012,N,9/13/2012,,,10/2/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
536,THE ZONE,79816,1342 KEMPSVILLE ROAD,VIRGINIA BEACH,VA,23464,UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,11/19/2012,Y,12/5/2012,,,3/29/2013,," $ 1,500.00 ",,,,,RSVP ALL EMPLOYEES WITH IN 6 MONTHS,,,,,,,,,,
28,SURF RIDER WEST RESTAURANT,48819,"700 NEWTOWN ROAD, SUITE 20",NORFOLK,VA,23502,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/5/2012,N,6/14/2012,,,7/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
254,RUBY TUESDAY,10482,1201 N MILITARY HIGHWAY,NORFOLK,VA,23502,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,9/28/2012,N,10/10/2012,,,10/31/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
274,DOLLAR TREE DEALS,67611,5900 E VIRGINIA BEACH BLVD.,NORFOLK,VA,23502,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,9/28/2012,N,10/18/2012,,,11/19/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
54,VETERANS OF FOREIGN WARS OF US,8336,5728 BARTEE STREET,NORFOLK,VA,23502,UAB; PERMITTED 2 PERSONS WHO ERE NEITHER MEMBERS OR GUESTS TO PATRONIZE ESTABLISHMENT; SOLD ALCOHOLIC BEVERAGE AUTHORIZED BY THE LICENSE BUT TO AND UNAUTHORIZED PERSON,3,N,CHESAPEAKE,OFFER IN COMPROMISE,6/5/2012,N,6/14/2012,,,7/24/2012,," $ 2,500.00 ",,12,,,,,,,,,,,,,
207,MERRIMAC MARKET,31956,986 MERRIMAC AVENUE,NORFOLK,VA,23504,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/25/2012,N,9/14/2012,,,10/18/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
337,RACE COAST,64395,303 E LITTLE CREEK ROAD,NORFOLK,VA,23505,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/23/2012,N,11/27/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
214,FRESH PRIDE #111,58762,"720 CHURCH STREET, SUITE 1",NORFOLK,VA,23510,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/25/2012,N,10/3/2012,,,10/22/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
454,CURE COFFEEHOUSE & BRASSERIE,67686,503 BOTETOURT ST,NORFOLK,VA,23510,UAB,1,N,CHESAPEAKE,INITIAL HEARING,8/24/2012,N,10/11/2012,11/28/2012,12/20/2012,1/24/2013,15," $ 1,500.00 ",,,,,,,,,,,,,,,
271,FOOD LION 1188,9832,2401 COLLEY AVENUE,NORFOLK,VA,23517,UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,8/24/2012,N,9/14/2012,,,11/15/2012,," $ 5,000.00 ",,,,,,,,,,,,,,,
105,HILTON TAVERN,67613,10184 WARWICK BOULEVARD,NEWPORT NEWS,VA,23601,UAB,1,N,HAMPTON,APPEAL HEARING,11/11/2012,Y,1/6/2012,3/21/2012,5/25/2012,8/24/2012,,,,,,,FINAL DISPOSITION DEFERRED FOR 12 MONTHS.,,,,,,,,,,
362,KYUNG SUNG RESTAURANT,42814,13748 WARWICK BLVD.,NEWPORT NEWS,VA,23602,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/1/2012,N,12/4/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
32,HAPPY SHOPPER,58100,10126 JEFFERSON AVENUE,NEWPORT NEWS,VA,23605,UAB,1,N,HAMPTON,APPEAL HEARING,11/22/2011,Y,1/11/2012,2/29/2012,4/24/2012,7/16/2012,," $ 1,000.00 ",,12,,,RSVP TRAINING WITHIN 12 MOS. OF BD. ORDER,,,,,,,,,,
83,HAYASHI SUSHI & GRILL,44377,"11920 MERCHANTS WALK, SUITE 106",NEWPORT NEWS,VA,23606,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,4/21/2012,N,5/1/2012,,,8/14/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
422,QUICK SHOP FOOD MART,69339,2014 WICKHAM AVENUIE,NEWPORT NEWS,VA,23607,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,8/23/2012,N,8/29/2012,,,1/14/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
11,VA062 TEXACO CORNER MART,33462,15215 WARWICK BLVD.,NEWPORT NEWS,VA,23608,UAB,1,Y,HAMPTON,CONSENT SETTLEMENT,6/12/2012,N,6/15/2012,,,7/9/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
336,7 ELEVEN STORE 2516 27256-B,55352,13400 JEFFERSON AVE,NEWPORT NEWS,VA,23608,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/1/2012,N,11/28/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
483,WOODCREEK PIT STOP,62591,13377 JEFFERSON AVE,NEWPORT NEWS,VA,23608,UAB,1,Y,HAMPTON,INITIAL HEARING,11/1/2012,N,11/29/2012,1/8/2013,1/22/2013,2/25/2013,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
512,HAVANA & SAN JUAN CAFÉ,69907,"13144 JEFFERSON AVENUE, SUITE A",NEWPORT NEWS,VA,23608,UAB; KEPT ALCOHOLIC BEVERAGES NOT AUTHORIZED TO SELL,2,N,HAMPTON,CONSENT SETTLEMENT,11/1/2012,N,12/6/2012,,,3/18/2013,," $ 2,500.00 ",,,,,,,,,,,,,,,
685,FOOD LION 1671,11322,425A WYTHE CREEK ROAD,POQUOSON,VA,23662,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,5/1/2013,N,5/23/2013,,,6/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
43,THAI PAPAYA RESTAURANT,36595,"2708 N ARMISTEAD AVE, SUITE C",HAMPTON,VA,23666,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/1/2012,N,6/27/2012,,,7/20/2012,25,,,,,,,,,,,,,,,,
316,7 ELEVEN STORE 2516 34308 A,66301,2 VILLAGE DRIVE,HAMPTON,VA,23666,UAB,1,Y,HAMPTON,OFFER IN COMPROMISE,9/10/2012,Y,9/19/2012,,,12/5/2012,," $ 4,500.00 ",,,,,,,,,,,,,,,
406,THE COMFORT ZONE,62275,1118 W MERCURY BOULEVARD,HAMPTON,VA,23666,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/6/2012,N,12/10/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
180,7 ELEVEN STORE 2516-34310 H,62097,1401 W QUEEN STREET,HAMPTON,VA,23669,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,9/10/2012,N,9/19/2012,,,10/4/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
374,NANCY THOMAS GALLERY,66820,145 BALLARD STREET,YORKTOWN,VA,23690,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/10/2012,N,11/30/2012,,,1/4/2013,25,,,,,,,,,,,,,,,,
181,CACTUS,28653,6401 GEORGE WASHINGTON MEMORIAL HIGHWAY,YORKTOWN,VA,23692,UAB,Y,N,HAMPTON,CONSENT SETTLEMENT,9/1/2012,N,9/12/2012,,,10/4/2012,, $ 500.00 ,,,,,,,,,,,,,,,
188,GUSS NEW YORK PIZZA,41325,"6500 G W MEMORIAL HWY, UNIT O",YORKTOWN,VA,23692,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,9/16/2012,N,9/21/2012,,,10/12/2012,25,,,,,,,,,,,,,,,,
578,FOOD LION 641,9750,8100 GEORGE WASHINGTON HIGHWAY,YORKTOWN,VA,23692,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,3/7/2013,N,3/22/2013,,,4/23/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
462,7 ELEVEN STORE 10878-A,66422,5001 PORTSMOUTH BLVD.,PORTSMOUTH,VA,23701,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/4/2012,N,12/13/2012,,,1/31/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
401,7 ELEVEN STORE 2511 24636-H,35206,1500 AIRLINE BOULEVARD,PORTSMOUTH,VA,23707,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/4/2012,N,12/11/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
329,COCKADE CITY GRILL,28445,305 N SYCAMORE AVE,PETERSBURG,VA,23803,UAB,1,Y,RICHMOND,INITIAL HEARING,6/19/2012,N,8/17/2012,10/31/2012,11/19/2012,12/21/2012,5," $ 1,000.00 ",,,,,,,,,,,,,,,
441,HALIFAX FOOD CENTER,45400,303 HALIFAX STREET,PETERSBURG,VA,23803,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,11/13/2012,N,12/13/2012,,,1/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
57,THE PIT STOP,41767,21019 E COLONIAL TRAIL HIGHWAY,BLACKSTONE,VA,23824,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/4/2012,N,6/27/2012,,,7/27/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
371,RITE AID #11301,77083,5509 W HUNDRED ROAD,CHESTER,VA,23831,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,11/2/2012,N,11/28/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
