RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE,REGION,DISPOSITION METHOD,VIOLATION DATE,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED,OTHER
629,BRICK OVEN PIZZA,39438,2557 Sheila Ln,Richmond,VA,23225,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,12/12/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
859,LOCKER ROOM RESTAURANT,19273,5035 Forest Hill Ave,Richmond,VA,23225,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,2/12/2008,,04/08/08,25," $ 2,000.00 ",,,,,
876,BENNY'S BBQ,41109,2919 Hathaway Rd,Richmond,VA,23225,SOLD TO UAB,1,N,RICHMOND-SOUTH,OFFER IN COMPROMISE,8/28/2007,4/10/2008,04/15/08,," $ 1,500.00 ",,,,,
971,POSITIVE VIBE CAFÉ,35512,2825 Hathaway Rd,Richmond,VA,23225,SOLD TO UAB,1,N,RICHMOND-SOUTH,OFFER IN COMPROMISE,2/12/2008,5/8/2008,05/27/08,," $ 1,500.00 ",,,,,
996,BELT BOULEVARD BP,20574,1 W Belt Blvd,Richmond,VA,23225,SOLD TO UAB,1,Y,RICHMOND-SOUTH,OFFER IN COMPROMISE,12/12/2007,5/15/2008,6/3/2008,," $ 4,500.00 ",3,,,,
322,ITALIAN DELIGHT 2,25938,6331 Jahnke Rd,Richmond,VA,232254142,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,8/28/2007,,10/25/2007,25," $ 2,000.00 ",,,,,
728,LATINOS UNIDOS CORP.,33940,6832 A Midlothian Tpke,Richmond,VA,232255615,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,1/11/2008,,2/29/2008,25," $ 2,000.00 ",,,,,
718,CRESTVIEW FOOD STORE,10528,6408 Rigsby Rd,Richmond,VA,23226,SOLD TO UAB,1,N,RICHMOND-NORTH,BOARD APPEAL HEARING,8/30/2007,11/8/2007,2/27/2008,20," $ 1,500.00 ",,,,,
523,FRIEND'S MART,41176,6303 Horsepen Rd,Richmond,VA,232262903,SOLD TO UAB,1,N,RICHMOND-SOUTH,INITIAL HEARING,3/3/2007,10/24/2007,1/2/2008,25," $ 2,000.00 ",,,,,
340,MOE'S SOUTHWEST GRILL ,35419,7011 Three Chopt Rd,Richmond,VA,232263606,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,9/27/2007,,11/9/2007,25," $ 2,000.00 ",,,,,
199,SUPER MART,46770,837 Azalea Ave,Richmond,VA,23227,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/12/2007,,7/18/2007,25," $ 2,000.00 ",,,,,
154,FAS MART # 80,26054,5101 Richmond Henrico Tpke,Richmond,VA,23227,SOLD TO UAB,1,Y,RICHMOND-NORTH,INITIAL HEARING,5/12/2007,9/7/2007,10/19/2007,30," $ 3,000.00 ",10,,,,
408,RACEWAY EXPRESS,32935,898 Azalea Ave,Richmond,VA,23227,SOLD TO UAB,1,N,RICHMOND-SOUTH,INITIAL HEARING,5/12/2007,10/5/2007,12/4/2007,,,,,,Y,
735,BROOK ROAD CHEVRON,45307,5308 Brook Rd,Richmond,VA,23227,SOLD TO UAB,1,N,RICHMOND-NORTH,INITIAL HEARING,9/27/2007,1/30/2008,3/4/2008,25," $ 2,000.00 ",,,,,
1034,MEADOWOOD SUPER MARKET,71592,5118 Richmond Henrico Tpke,Richmond,VA,23227,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,12/15/2007,,06/16/08,25," $ 2,000.00 ",,,,,
162,Q-MARKET #480 ,70878,7101 Brook Rd,Richmond,VA,232272248,SOLD TO UAB,1,Y,RICHMOND-NORTH,INITIAL HEARING,5/12/2007,10/10/2007,12/7/2007,30," $ 3,000.00 ",10,,,,
176,MOBIL 95,43180,5604 Chamberlayne Rd,Richmond,VA,232272411,SOLD TO UAB,1,N,RICHMOND-NORTH,INITIAL HEARING,5/12/2007,10/30/2007,11/1/2007,15," $ 1,500.00 ",,,,,
186,7 ELEVEN STORE 2515 24603,35141,2111 Hilliard Rd,Richmond,VA,23228,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/3/2007,,7/9/2007,25," $ 2,000.00 ",,,,,
187,"G & R AUTO SERVICE, INC. ",44869,2303 Hungary Rd,Richmond,VA,23228,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/3/2007,,7/9/2007,25," $ 2,000.00 ",,,,,
225,ARCO IRIS LATINO MARKET II,45748,6111 Staples Mill Rd,Richmond,VA,23228,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/19/2007,,8/2/2007,25," $ 2,000.00 ",,,,,
279,ECKERD DRUG # 8406,8358,9501 Staples Mill Rd,Richmond,VA,23228,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/19/2007,,9/10/2007,25," $ 2,000.00 ",,,,,
524,LAKESIDE RESTAURANT,41528,5815 Lakeside Ave,Richmond,VA,23228,SOLD TO UAB,1,N,RICHMOND-NORTH,INITIAL HEARING,3/3/2007,10/24/2007,1/2/2008,25," $ 2,000.00 ",,,,,
1025,7 ELEVEN STORE 2515 24603A,48373,2111 Hilliard Rd,Richmond,VA,23228,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,12/15/2007,,06/05/08,25," $ 2,000.00 ",,,,,
724,FAS MART # 78 ,26081,5600 Lakeside Ave,Richmond,VA,23228-,SOLD TO UAB,1,Y,RICHMOND-NORTH,CONSENT SETTLEMENT,11/14/2007,,2/29/2008,25," $ 2,000.00 ",,,,,
213,FOOD LION 297,9660,9157 Staples Mill Rd,Richmond,VA,232282027,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,6/19/2007,,7/26/2007,25," $ 2,000.00 ",,,,,
133,GLENSIDE CHEVRON,39348,5401 Glenside Dr,Richmond,VA,232283900,SOLD TO UAB,1,Y,RICHMOND-NORTH,BOARD APPEAL HEARING,5/19/2007,9/7/2007,12/17/2007,30," $ 2,500.00 ",3,,,,
1041,7 ELEVEN STORE 2515 11097,6027,1419 E Ridge Rd,Richmond,VA,23229,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,12/29/2007,,06/16/08,25," $ 2,000.00 ",,,,,
183,QUIOCCASIN AUTO CLINIC,39143,9230 Quioccasin Rd,Richmond,VA,232295426,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/19/2007,,7/9/2007,25," $ 2,000.00 ",,,,,
716,GOLDIES CONVENIENCE STORE,26251,3338 N Boulevard,Richmond,VA,23230,SOLD TO UAB,1,N,RICHMOND-SOUTH,BOARD APPEAL HEARING,5/27/2007,12/4/2007,2/27/2008,25," $ 2,000.00 ",,,,,
731,COURTYARD BY MARRIOTT,43566,6400 W Broad St,Richmond,VA,23230,SOLD TO UAB,1,N,RICHMOND-NORTH,OFFER IN COMPROMISE,11/6/2007,2/27/2008,3/3/2008,25," $ 1,500.00 ",,,,,
912,THE CRAZY GREEK,15365,1903 Staples Mill Rd,Richmond,VA,23230,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,2/15/2008,,04/25/08,25," $ 2,000.00 ",,,,,
980,BUZ AND NED'S REAL BARBECUE,26734,1119 N Boulevard,Richmond,VA,23230,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,2/15/2008,,05/15/08,25," $ 2,000.00 ",,,,,
1049,EXTRA BILLY'S,30241,5205 W Broad St,Richmond,VA,23230,SOLD TO UAB,1,N,RICHMOND-NORTH,INITIAL HEARING,11/6/2007,5/19/2008,06/19/08,,,,,,Y,
206,VARINA MARKET,28591,4110 Darbytown Rd,Richmond,VA,23231,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/3/2007,,7/18/2007,25," $ 2,000.00 ",,,,,
166,VA 014,33433,2707 Williamsburg Rd,Richmond,VA,232312032,SOLD TO UAB,1,Y,RICHMOND-NORTH,OFFER IN COMPROMISE,3/3/2007,9/7/2007,9/20/2007,," $ 2,500.00 ",10,,,,
259,FAS MART # 87,26058,3050 Williamsburg Rd,Richmond,VA,232312128,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,7/3/2007,,8/20/2007,25," $ 2,000.00 ",,,,,
211,UPPY'S XXXX,39952,4710 Williamsburg Rd,Richmond,VA,232312742,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/3/2007,,7/26/2007,25," $ 2,000.00 ",,,,,
403,SONRISE B P ,43317,3901 Gaskins Rd,Richmond,VA,232331415,SOLD TO UAB,1,N,RICHMOND-NORTH,OFFER IN COMPROMISE,5/19/2007,10/2/2007,10/17/2007,," $ 1,500.00 ",,,,,
782,JEFFERSON DAVIS RACEWAY,45063,5600 Jefferson Davis Hwy,Richmond,VA,23234,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,1/25/2008,,03/20/08,25," $ 2,000.00 ",,,,,
1026,7 ELEVEN STORE 2515 11069,4525,4700 Walmsley Blvd,Richmond,VA,23234,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,5/7/2008,,6/5/2008,25," $ 2,000.00 ",,,,,
282,COMIDA MIXTA,16680,4003 Jefferson Davis Hwy,Richmond,VA,232342635,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,3/29/2007,,9/17/2007,25," $ 2,000.00 ",,,,,
849,HOPS RESTAURANT BAR & BREWEY,39914,1570 Koger Center Blvd,Richmond,VA,23235,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,2/12/2008,,04/01/08,25," $ 2,000.00 ",,,,,
864,FRANK'S ITALIAN RISTORANTE PIZZERIA,53504,3054 Stony Point Rd,Richmond,VA,23235,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,2/12/2008,,04/08/08,25," $ 2,000.00 ",,,,,
920,HOLIDAY INN KOGER CENTER,42804,1021 KogerCenter Blvd,Richmond,VA,23235,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,3/7/2008,,04/25/08,25," $ 2,000.00 ",,,,,
644,BAILEY'S PUB & GRILL,38736,11581 Robious Rd,Richmond,VA,232352346,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,11/8/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
692,CVS PHARMACY # 1546,76611,8811 Forest Hill Ave,Richmond,VA,232352433,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,12/12/2007,,2/8/2008,25," $ 2,000.00 ",,,,,
994,ANDRE'S GRILLE,32021,3511 Courthouse Rd,Richmond,VA,23236,SOLD TO UAB,1,N,RICHMOND-SOUTH,OFFER IN COMPROMISE,3/25/2008,5/14/2008,6/4/2008,," $ 1,500.00 ",,,,,
352,RITE AID #11249,77103,1104 Courthouse Rd,Richmond,VA,232363103,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,9/25/2007,,11/26/2007,25," $ 2,000.00 ",,,,,
696,"MEXICO LINDO MINI MARKET, INC.",45635,7411 Jefferson Davis Hwy,Richmond,VA,232371515,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,12/15/2007,,2/8/2008,25," $ 2,000.00 ",,,,,
299,DON PAPA GRANDE MEXICAN REST,29447,"8900 West Broad Street, Suite A",Richmond,VA,23294,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,8/4/2007,,10/4/2007,25," $ 2,000.00 ",,,,,
320,ONE STAR STEAKHOUSE & SALOON,59514,8099 W Broad St,Richmond,VA,232944220,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,9/11/2007,,10/25/2007,25," $ 2,000.00 ",,,,,
224,ROYAL MART # 7,45919,8920 W Broad St,Richmond,VA,232945803,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,6/19/2007,,7/30/2007,25," $ 2,000.00 ",,,,,
1016,EL RANCHITO MEXICAN STORE,32943,21359 S Bayside Rd,Cheriton,VA,23316,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,4/13/2008,,06/05/08,25," $ 2,000.00 ",,,,,
262,KMART #3471,1525,2001 South Military Hwy,Chesapeake,VA,23320,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/13/2007,,8/24/2007,25," $ 2,000.00 ",,,,,
715,PARADOCKS EAST COAST GRILLE,48616,801 Eden Way N,Chesapeake,VA,23320,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/16/2007,,2/22/2008,25," $ 2,000.00 ",,,,,
781,TGI FRIDAYS,27508,110 Volvo Pky,Chesapeake,VA,23320,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/15/2007,,03/20/08,25," $ 2,000.00 ",,,,,
508,GREENBRIER FOOD MART,73543,1025 A Eden Way N,Chesapeake,VA,233202740,SOLD TO UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,10/16/2007,12/6/2007,1/2/2008,," $ 1,500.00 ",,,,,
303,FOOD LION #2631,42640,2048 Compostella Rd,Chesapeake,VA,233202931,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/23/2007,,10/4/2007,25," $ 2,000.00 ",,,,,
665,BP MART,38931,4400 Taylor Rd,Chesapeake,VA,23321,SOLD TO UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,8/17/2007,2/6/2008,2/7/2008,,,60,,,,
923,MILLER MART # 57,6105,4444 Portsmouth Blvd,Chesapeake,VA,23321,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/27/2007,,04/25/08,25," $ 2,000.00 ",,,,,
158,DENNIS SPAGHETTI & STEAK HOUSE,57557,3356 Western Branch Blvd Ste C,Chesapeake,VA,233215138,SOLD TO UAB,1,Y,CHESAPEAKE,INITIAL HEARING,5/16/2007,9/26/2007,11/28/2007,30," $ 3,000.00 ",10,,,,
237,LITTLE EARLES SUPERMARKET,46938,2632 S Battlefield Blvd,Chesapeake,VA,23322,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/20/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
527,LITTLE EARLES SUPERMARKET,46938,2632 S Battlefield Blvd,Chesapeake,VA,23322,SOLD TO UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,8/15/2007,11/14/2007,1/4/2008,," $ 5,000.00 ",3,,,,
588,KANGAROO EXPRESS # 3697,39990,1001 George Washington Hwy N,Chesapeake,VA,23323,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/1/2007,,1/4/2008,25," $ 2,000.00 ",,,,,
305,CAMPOSTELLA SOLO,12792,2561 Campostella Rd,Chesapeake,VA,23324,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/23/2007,,10/4/2007,25," $ 2,000.00 ",,,,,
845,RITE AID # 11251,43499,2040 Atlantic Ave,Chesapeake,VA,23324,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,2/1/2008,,04/01/08,25," $ 2,000.00 ",,,,,
296,33RD PRECINCT,26060,2139 Chesapeake Dr,Chesapeake,VA,233242017,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/11/2007,,10/2/2007,25," $ 2,000.00 ",,,,,
793,IRWINS PHARMACY,37599,4300 Indian River Rd,Chesapeake,VA,23325,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,2/9/2008,,03/20/08,25," $ 2,000.00 ",,,,,
233,PANCAKES N THINGS,26519,4408 Indian River Rd,Chesapeake,VA,233253131,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/13/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
157,OCEAN DELI,39090,33591 Chincoteague Rd,Wallops Island,VA,233372207,SOLD TO UAB,1,Y,CHESAPEAKE,INITIAL HEARING,3/31/2007,9/20/2007,11/9/2007,30," $ 3,000.00 ",10,,,,
595,THE BLUE CROW ANTIQUE MALL,43640,32124 Lankford Hwy,Keller,VA,23401,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/6/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
760,SIDE TRAK,39572,1216 Portsmouth Blvd,Suffolk,VA,23434,SOLD TO UAB,1,Y,HAMPTON,BOARD APPEAL HEARING,6/22/2007,12/6/2007,3/19/2008,30," $ 3,000.00 ",10,,,,
729,TERRA COTTA CAFÉ,29195,"5860 Harbour View Blvd, Ste B9",Suffolk,VA,23435,SOLD TO UAB,1,N,HAMPTON,OFFER IN COMPROMISE,11/8/2007,2/26/2008,3/3/2008,25," $ 1,500.00 ",,,,,
269,O'LEARY'S BAR & GRILL,8647,2865 Lynnhaven Drive Suite D3,Virginia Beach,VA,23451,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,7/13/2007,,8/29/2007,25," $ 2,000.00 ",,,,,
389,VA 067,33457,900 General Booth Blvd,Virginia Beach,VA,23451,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/27/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
256,NAWAB INDIAN CUISINE,77841,756 First Colonial Rd,Virginia Beach,VA,234516124,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,7/13/2007,,8/20/2007,25," $ 2,000.00 ",,,,,
570,HAPPY BUFFET,41892,879 Lynnhaven Pky,Virginia Beach,VA,23452,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/3/2007, ,1/15/2008,25," $ 2,000.00 ", , ,, ,
730,RITE AID # 11263,10173,3653 Virginia Beach Blvd,Virginia Beach,VA,23452,SOLD TO UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,10/24/2007,2/26/2007,3/3/2008,,"$5,000.00",3,,,,
783,LA CASA DEL PASTA E PANI,36242,485 S Independence Blvd,Virginia Beach,VA,23452,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/17/2007,,03/20/08,25," $ 2,000.00 ",,,,,
622,THE OLIVE GARDEN ITALIAN REST 185,50527,683 Lynnhaven Pky,Virginia Beach,VA,234527320,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/5/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
151,SUSHI AND WEST,14839,401 N Great Neck Rd Ste 115,Virginia Beach,VA,23454,SOLD TO UAB,1,Y,CHESAPEAKE,INITIAL HEARING,1/19/2007,8/28/2007,10/12/2007,30," $ 3,000.00 ",10,,,,
378,THE OFFICE,41815,1765 Virginia Beach Blvd,Virginia Beach,VA,23454,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/27/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
606,BUFFALO BEACH,39219,1725 Laskin Rd Ste 507,Virginia Beach,VA,23454,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/23/2007,,1/4/2008,25," $ 2,000.00 ",,,,,
840,LUCKY OYSTER SEAFOOD COMPANY,33075,"2165 General Booth Blvd, Ste 154",Virginia Beach,VA,23454,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/17/2007,,04/01/08,25," $ 2,000.00 ",,,,,
882,LA BELLA ITALIA,33041,"2133 Upton Dr, Ste 128",Virginia Beach,VA,23454,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/18/2007,,04/16/08,25," $ 2,000.00 ",,,,,
232,RICK'S CAFÉ,71992,1612 Virginia Beach Blvd,Virginia Beach,VA,234544628,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/9/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
1008,BAYSIDE LAUNDRY & GRILL,18947,4865 Shore Dr,Virginia Beach,VA,23455,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/27/2008,,06/04/08,25," $ 2,000.00 ",,,,,
402,"PUNGO FERRY MARINA, LLC",6662,2272 Old Pungo Ferry Rd,Virginia Beach,VA,23457,SOLD TO UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,6/9/2007,8/10/2007,8/23/2007,," $ 1,500.00 ",,,,,
243,SENECA CAMPGROUND,30847,161 Princess Anne Rd,Virginia Beach,VA,234571215,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/9/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
288,MARKET PLUS,19716,4900 Princess Anne Rd,Virginia Beach,VA,23462,SOLD TO UAB,1,N,CHESAPEAKE,INITIAL HEARING,2/26/2007,6/26/2007,8/6/2007,25," $ 2,000.00 ",,,,,
173,LUCKY DOGZ,40464,5719 D Princess Anne Rd,Virginia Beach,VA,23462,SOLD TO UAB,1,N,CHESAPEAKE,INITIAL HEARING,2/26/2007,11/27/2007,11/27/2007,10, $ 500.00 ,,,,,
359,7 ELEVEN STORE 2514 25849,38056,4660 Princess Anne Rd,Virginia Beach,VA,23462,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/11/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
390,LA CUEVA RESTAURANT,47965,5045 Virginia Beach Blvd,Virginia Beach,VA,23462,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/24/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
855,MISS KITTY'S VILLAGE INN,57758,660 N Witchduck Rd,Virginia Beach,VA,23462,SOLD TO UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,11/3/2007,3/28/2008,04/08/08,," $ 1,500.00 ",,,,,
714,7 ELEVEN STORE 2514 10889,4970,521 Newtown Rd,Virginia Beach,VA,234625620,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/13/2007,,2/22/2008,25," $ 2,000.00 ",,,,,
287,QMASTER BILLIARDS II RESTAURANT ,59206,5612 A Princess Anne Rd,Virginia Beach,VA,234626120,SOLD TO UAB,1,N,CHESAPEAKE,INITIAL HEARING,2/9/2007,6/21/2007,8/6/2007,25," $ 2,000.00 ",,,,,
374,EXXON # 27294,14194,4600 Virginia Beach Blvd,Virginia Beach,VA,234626707,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/23/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
347,FOOD LION 600,9733,880 S Military Hwy,Virginia Beach,VA,23464,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,9/26/2007,,11/26/2007,25," $ 2,000.00 ",,,,,
884,3 AMIGOS MEXICAN RESTAURANT,19790,1920 Centerville Tpke,Virginia Beach,VA,23464,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/18/2007,,04/16/08,25," $ 2,000.00 ",,,,,
1050,WOODSTOCK SHELL,3735,6084 Indian River Rd,Virginia Beach,VA,23464,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/27/2008,,06/18/08,25," $ 2,000.00 ",,,,,
507,ISLAND HOUSE RESTAURANT,74207,17 Atlantic Ave,Wachapreague,VA,23480,SOLD TO UAB,1,N,CHESAPEAKE,INITIAL HEARING,3/31/2007,11/8/2007,1/2/2008,20," $ 1,750.00 ",,,,,
1020,TOM'S GREEN THUMB,11989,1509 E Bayview Blvd,Norfolk,VA,23503,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,4/27/2008,,6/5/2008,25," $ 2,000.00 ",,,,,
1038,TINEE GIANT FOOD MARKETS,55271,123 W Ocean View Ave,Norfolk,VA,23503,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,4/5/2008,,06/16/08,25," $ 2,000.00 ",,,,,
1061,WILLOUGHBY BP,47482,357 W Ocean View Ave,Norfolk,VA,23503,SOLD TO UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,4/5/2008,6/11/2008,06/24/08,," $ 1,500.00 ",,,,,
1004,CHIN'S GRILL,76286,8401 Hampton Blvd,Norfolk,VA,23505,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,4/27/2008,,06/04/08,25," $ 2,000.00 ",,,,,
1039,RACE COAST,40054,303 E Little Creek Rd,Norfolk,VA,23505,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,4/5/2008,,06/16/08,25," $ 2,000.00 ",,,,,
283,7 ELEVEN STORE 2511 19030,18586,151 E Little Creek Rd,Norfolk,VA,235052502,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/17/2007,,9/17/2007,25," $ 2,000.00 ",,,,,
600,7 ELEVEN STORE 2511 21017,25284,5200 Colley Ave,Norfolk,VA,23508,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/2/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
797,7 ELEVEN STORE 2511 19345,20512,4720 Hampton blvd,Norfolk,VA,23508,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,1/11/2008,,03/20/08,25," $ 2,000.00 ",,,,,
976,BOARS NEST BAR BISTRO,34937,4502 Monarch Way,Norfolk,VA,23508,SOLD TO UAB,1,N,CHESAPEAKE,BOARD APPEAL HEARING,9/7/2007,2/19/2008,05/30/08,2, $ 500.00 ,,,,,
1072,MONARCH SHELL,70380,3801 Hampton Blvd,Norfolk,VA,23508,SOLD TO UAB,1,Y,CHESAPEAKE,INITIAL HEARING,9/22/2007,5/21/2008,06/27/08,30," $ 2,500.00 ",7,,,,
198,CUISINE & COMPANY,16806,245 W Olney Rd,Norfolk,VA,23510,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/16/2007,,7/18/2007,25," $ 2,000.00 ",,,,,
560,BLACKFINN,43215,333 Waterside Dr Ste 314/169,Norfolk,VA,23510,SOLD TO UAB,1,N,CHESAPEAKE,INITIAL HEARING,6/9/2007,12/6/2007,1/23/2008,,,,,,Y,
762,GUADALAJARA CITY CAFÉ,34294,411 Granby St,Norfolk,VA,23510,SOLD TO UAB,1,N,CHESAPEAKE,BOARD APPEAL HEARING,12/20/2006,7/23/2007,03/20/08,,,,,,Y,
1071,SHERATON NORFOLK WATERSIDE HOTEL,45367,777 Waterside Dr,Norfolk,VA,23510,SOLD TO UAB,1,N,CHESAPEAKE,INITIAL HEARING,8/23/2007,5/21/2008,06/26/08,,,,,,Y,
254,THE MONASTERY,8377,443 Granby St,Norfolk,VA,235101913,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/13/2007,,8/20/2007,25," $ 2,000.00 ",,,,,
250,HARRY AND DAVID,41147,300 Monticello Ave Ste 277,Norfolk,VA,235102443,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/13/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
