fips,ctystate,st_abbr,year,landsqmi,airport,bus,care,communication,dams,electric,emergency,fire,hazmat,hwybridge,oil,police,port,potable,railfacil,railbridge,school,wastewater
51101,"King William, VA",VA,2011,273.9,NULL,NULL,NULL,1,24,NULL,NULL,2,21,22,1,2,5,NULL,NULL,NULL,8,1
51103,"Lancaster, VA",VA,2011,133.2,NULL,1,1,2,8,NULL,NULL,1,NULL,5,1,2,NULL,NULL,NULL,NULL,4,NULL
51109,"Louisa, VA",VA,2011,496.3,1,NULL,NULL,1,35,2,NULL,3,7,68,NULL,2,NULL,1,NULL,NULL,6,4
51115,"Mathews, VA",VA,2011,85.9,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,4,NULL,1,NULL,1,NULL,NULL,3,1
51119,"Middlesex, VA",VA,2011,130.3,1,NULL,NULL,NULL,13,NULL,NULL,3,3,6,NULL,NULL,NULL,1,NULL,NULL,4,1
51127,"New Kent, VA",VA,2011,209.7,1,NULL,1,1,13,NULL,NULL,2,NULL,41,NULL,1,1,NULL,NULL,NULL,5,3
51131,"Northampton, VA",VA,2011,211.6,NULL,2,1,3,9,1,1,5,NULL,5,NULL,3,NULL,NULL,NULL,NULL,8,1
51133,"Northumberland, VA",VA,2011,191.3,NULL,NULL,NULL,NULL,7,NULL,NULL,3,2,14,NULL,1,NULL,NULL,NULL,1,4,2
51135,"Nottoway, VA",VA,2011,314.4,1,NULL,1,4,25,1,NULL,2,3,47,NULL,4,NULL,1,NULL,NULL,7,1
51137,"Orange, VA",VA,2011,340.8,2,NULL,NULL,3,11,1,NULL,3,2,49,1,3,NULL,1,NULL,5,9,6
51145,"Powhatan, VA",VA,2011,260.2,NULL,NULL,NULL,1,32,NULL,NULL,4,NULL,17,NULL,NULL,NULL,1,NULL,NULL,8,NULL
51147,"Prince Edward, VA",VA,2011,350,NULL,1,1,3,41,NULL,NULL,6,2,81,NULL,2,NULL,NULL,NULL,1,6,2
51149,"Prince George, VA",VA,2011,265.2,NULL,NULL,NULL,NULL,19,NULL,NULL,5,14,71,NULL,1,4,NULL,2,NULL,12,2
51153,"Prince William, VA",VA,2011,336.4,NULL,NULL,1,3,14,1,NULL,9,12,127,NULL,9,NULL,2,2,NULL,115,7
51159,"Richmond, VA",VA,2011,191.5,NULL,1,NULL,4,7,1,1,NULL,4,12,NULL,2,NULL,NULL,NULL,NULL,5,1
51177,"Spotsylvania, VA",VA,2011,401.5,1,NULL,NULL,3,21,NULL,NULL,2,9,53,NULL,NULL,NULL,3,NULL,NULL,39,4
51179,"Stafford, VA",VA,2011,269,2,NULL,NULL,4,14,NULL,NULL,4,3,51,NULL,2,NULL,2,NULL,NULL,34,7
51181,"Surry, VA",VA,2011,278.9,NULL,NULL,NULL,1,6,1,NULL,3,3,26,NULL,1,2,NULL,NULL,NULL,3,1
51193,"Westmoreland, VA",VA,2011,229.4,NULL,NULL,NULL,NULL,15,NULL,NULL,5,3,11,NULL,2,NULL,NULL,NULL,NULL,8,3
51199,"York, VA",VA,2011,104.8,NULL,NULL,NULL,3,13,1,NULL,1,28,32,1,1,8,2,NULL,NULL,26,2
51510,"Alexandria, VA",VA,2011,15,NULL,1,1,NULL,NULL,1,NULL,1,6,38,NULL,2,NULL,NULL,2,2,30,2
51550,"Chesapeake, VA",VA,2011,340.8,3,2,1,11,1,4,NULL,15,70,125,2,5,52,4,7,NULL,68,NULL
51570,"Colonial Heights, VA",VA,2011,7.5,NULL,NULL,NULL,2,1,NULL,1,2,5,8,NULL,2,NULL,NULL,NULL,NULL,5,1
51600,"Fairfax, VA",VA,2011,6.2,NULL,NULL,NULL,1,NULL,NULL,NULL,3,13,2,1,4,NULL,NULL,NULL,NULL,12,NULL
51610,"Falls Church, VA",VA,2011,2,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,5,NULL
51630,"Fredericksburg, VA",VA,2011,10.4,NULL,NULL,1,NULL,NULL,NULL,NULL,1,11,11,NULL,5,NULL,NULL,1,NULL,9,NULL
51650,"Hampton, VA",VA,2011,51.4,1,4,4,6,1,NULL,1,3,17,74,NULL,3,19,1,NULL,NULL,55,NULL
51670,"Hopewell, VA",VA,2011,10.3,NULL,NULL,1,1,NULL,3,NULL,2,49,7,1,4,NULL,NULL,3,1,10,1
51683,"Manassas, VA",VA,2011,9.9,1,NULL,1,NULL,1,3,NULL,1,5,2,NULL,5,NULL,NULL,1,NULL,19,1
51685,"Manassas Park, VA",VA,2011,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL
51700,"Newport News, VA",VA,2011,68.7,1,NULL,5,2,4,NULL,1,2,30,61,NULL,7,34,1,1,2,76,3
51710,"Norfolk, VA",VA,2011,54.1,2,NULL,7,4,1,NULL,1,2,28,173,NULL,11,91,3,2,5,89,3
51730,"Petersburg, VA",VA,2011,22.9,NULL,NULL,2,3,1,1,NULL,1,20,39,1,5,NULL,1,4,1,17,NULL
51735,"Poquoson, VA",VA,2011,15.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,5,NULL
51740,"Portsmouth, VA",VA,2011,33.7,NULL,NULL,2,3,NULL,2,NULL,1,18,33,NULL,5,27,NULL,2,1,34,1
51760,"Richmond, VA",VA,2011,59.8,NULL,5,10,8,8,4,NULL,3,52,87,7,11,12,NULL,2,6,86,1
51800,"Suffolk, VA",VA,2011,400.2,1,NULL,1,13,18,1,NULL,4,10,91,NULL,3,1,2,NULL,3,23,1
51810,"Virginia Beach, VA",VA,2011,249,1,NULL,2,7,4,NULL,NULL,5,9,70,1,13,6,2,NULL,NULL,127,5
51830,"Williamsburg, VA",VA,2011,9,NULL,NULL,1,1,2,NULL,1,1,NULL,7,NULL,1,NULL,NULL,1,NULL,7,NULL
53009,"Clallam, WA",WA,2011,1738.3,5,2,2,5,7,3,NULL,6,4,95,NULL,4,25,NULL,NULL,NULL,34,6
53011,"Clark, WA",WA,2011,629,5,2,1,4,13,4,NULL,15,79,180,NULL,9,22,2,3,12,144,4
53015,"Cowlitz, WA",WA,2011,1140.1,1,1,1,8,9,3,NULL,10,61,127,NULL,8,20,NULL,3,11,48,10
53027,"Grays Harbor, WA",WA,2011,1902,3,1,2,8,15,2,NULL,17,13,269,NULL,11,20,3,NULL,NULL,44,7
53029,"Island, WA",WA,2011,208.4,2,2,2,1,6,1,NULL,8,1,6,NULL,5,1,NULL,NULL,NULL,32,1
53031,"Jefferson, WA",WA,2011,1803.7,1,1,1,NULL,3,1,NULL,7,7,54,NULL,3,17,NULL,NULL,NULL,17,3
53033,"King, WA",WA,2011,2115.6,7,8,19,56,71,12,3,36,252,1033,2,46,191,25,25,6,721,23
53035,"Kitsap, WA",WA,2011,394.9,1,2,2,5,16,2,NULL,7,32,82,NULL,9,NULL,NULL,NULL,1,110,5
53041,"Lewis, WA",WA,2011,2402.8,4,1,1,8,40,5,NULL,13,22,332,NULL,8,NULL,1,3,NULL,45,10
53045,"Mason, WA",WA,2011,959.4,1,1,1,3,14,2,NULL,9,NULL,92,NULL,2,NULL,NULL,NULL,3,23,1
53049,"Pacific, WA",WA,2011,932.7,2,1,2,5,7,NULL,NULL,7,NULL,110,NULL,5,8,NULL,NULL,NULL,19,2
53053,"Pierce, WA",WA,2011,1669.5,4,5,7,13,35,9,2,47,90,404,4,28,59,3,21,12,299,11
53055,"San Juan, WA",WA,2011,173.9,3,NULL,NULL,5,35,NULL,NULL,5,NULL,9,NULL,2,NULL,NULL,NULL,NULL,16,3
53057,"Skagit, WA",WA,2011,1731.2,2,1,2,4,17,5,NULL,14,58,212,4,7,23,NULL,2,1,59,5
53059,"Skamania, WA",WA,2011,1655.7,NULL,NULL,NULL,NULL,9,1,NULL,6,NULL,50,NULL,2,1,NULL,NULL,2,10,NULL
53061,"Snohomish, WA",WA,2011,2087.3,5,4,4,4,33,5,NULL,25,68,466,1,20,38,4,2,5,248,9
53067,"Thurston, WA",WA,2011,722,2,1,3,7,16,2,NULL,17,9,186,NULL,11,4,NULL,1,7,95,4
53069,"Wahkiakum, WA",WA,2011,263.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,34,NULL,1,NULL,NULL,NULL,NULL,2,1
53073,"Whatcom, WA",WA,2011,2106.9,3,3,1,7,25,4,NULL,10,93,279,4,8,54,1,3,3,91,12
55003,"Ashland, WI",WI,2011,1045,2,2,1,3,6,1,NULL,4,6,16,NULL,4,2,NULL,NULL,1,15,5
55007,"Bayfield, WI",WI,2011,1477.9,2,NULL,NULL,2,6,NULL,NULL,11,NULL,13,NULL,5,NULL,NULL,NULL,NULL,15,5
55009,"Brown, WI",WI,2011,529.7,2,3,5,21,2,1,2,19,83,196,1,9,21,NULL,7,4,113,8
55015,"Calumet, WI",WI,2011,318.2,1,1,1,2,1,NULL,1,9,24,5,NULL,3,NULL,1,NULL,NULL,28,8
55029,"Door, WI",WI,2011,482,2,NULL,1,11,1,NULL,1,10,6,7,NULL,4,13,NULL,NULL,NULL,24,4
55031,"Douglas, WI",WI,2011,1304.1,3,NULL,1,4,1,1,NULL,18,21,22,3,11,27,NULL,2,1,15,6
55037,"Florence, WI",WI,2011,488.2,NULL,NULL,NULL,NULL,6,NULL,NULL,3,NULL,4,NULL,1,NULL,NULL,NULL,NULL,3,NULL
55039,"Fond du Lac, WI",WI,2011,719.6,2,2,3,9,3,1,NULL,14,63,38,NULL,11,NULL,NULL,1,3,56,12
55041,"Forest, WI",WI,2011,1014.1,1,NULL,NULL,1,6,NULL,NULL,4,NULL,18,NULL,2,NULL,NULL,NULL,1,9,2
55051,"Iron, WI",WI,2011,758.2,NULL,NULL,NULL,3,6,NULL,NULL,5,NULL,9,NULL,3,NULL,NULL,NULL,NULL,5,5
55059,"Kenosha, WI",WI,2011,272,4,NULL,2,4,7,2,NULL,10,56,32,NULL,6,NULL,NULL,NULL,1,72,9
55061,"Kewaunee, WI",WI,2011,342.5,NULL,NULL,1,2,3,1,2,4,8,5,NULL,4,NULL,NULL,NULL,NULL,19,5
55071,"Manitowoc, WI",WI,2011,589.1,1,2,3,6,2,3,NULL,20,73,86,NULL,6,18,NULL,NULL,NULL,55,11
55075,"Marinette, WI",WI,2011,1399.3,1,NULL,1,5,15,1,NULL,16,53,18,NULL,6,4,NULL,NULL,1,30,6
55078,"Menominee, WI",WI,2011,357.6,NULL,NULL,NULL,NULL,1,NULL,1,2,NULL,12,NULL,1,NULL,NULL,NULL,1,4,2
55079,"Milwaukee, WI",WI,2011,241.4,2,11,20,31,3,7,1,13,415,478,NULL,37,39,NULL,7,25,539,4
55083,"Oconto, WI",WI,2011,998,1,NULL,1,3,8,NULL,NULL,17,29,10,NULL,6,NULL,NULL,NULL,NULL,23,5
55087,"Outagamie, WI",WI,2011,637.5,3,2,3,7,12,NULL,NULL,20,85,36,1,14,NULL,1,3,2,94,9
55089,"Ozaukee, WI",WI,2011,233.1,NULL,NULL,1,2,2,3,1,9,64,42,NULL,6,1,NULL,NULL,NULL,38,6
55101,"Racine, WI",WI,2011,332.5,6,2,3,9,2,1,NULL,14,93,36,NULL,19,NULL,NULL,2,2,91,11
55115,"Shawano, WI",WI,2011,893.1,2,NULL,1,3,9,NULL,NULL,8,17,17,NULL,5,NULL,NULL,NULL,NULL,23,5
55117,"Sheboygan, WI",WI,2011,511.3,1,2,3,7,1,1,NULL,26,131,63,NULL,8,1,1,NULL,5,70,12
55131,"Washington, WI",WI,2011,430.7,2,1,2,5,4,2,NULL,12,50,26,NULL,8,NULL,NULL,NULL,NULL,60,5
60010,"Eastern District, AS",AS,2011,25.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60020,"Manua District, AS",AS,2011,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60030,"Rose Island, AS",AS,2011,0.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60040,"Swains Island, AS",AS,2011,0.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60050,"Western District, AS",AS,2011,28.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66010,"Guam, GU",GU,2011,212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69085,"Northern Islands, MP",MP,2011,60.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69100,"Rota, MP",MP,2011,32.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69110,"Saipan, MP",MP,2011,44.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69120,"Tinian, MP",MP,2011,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
72001,"Adjuntas, PR",PR,2011,66.69,NULL,NULL,1,1,5,NULL,NULL,NULL,NULL,30,NULL,1,NULL,3,NULL,NULL,18,1
72003,"Aguada, PR",PR,2011,30.85,NULL,NULL,1,12,NULL,NULL,NULL,NULL,NULL,20,NULL,1,NULL,NULL,NULL,NULL,31,2
72005,"Aguadilla, PR",PR,2011,36.53,1,NULL,5,1,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,1,NULL,NULL,50,2
72007,Aguas Buenas,PR,2011,30.08,NULL,NULL,1,6,NULL,NULL,NULL,NULL,1,14,NULL,1,NULL,1,NULL,NULL,19,1
72009,"Aibonito, PR",PR,2011,31.31,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,2,16,NULL,1,NULL,1,NULL,NULL,16,2
72011,"Anasco, PR",PR,2011,39.29,NULL,NULL,1,1,2,NULL,NULL,NULL,NULL,21,NULL,1,NULL,1,NULL,NULL,18,NULL
72013,"Arecibo, PR",PR,2011,125.95,NULL,NULL,9,6,1,1,NULL,NULL,28,93,NULL,NULL,NULL,4,NULL,NULL,65,1
72015,"Arroyo, PR",PR,2011,15.01,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,1,NULL,NULL,NULL,NULL,11,NULL
72017,"Barceloneta, PR",PR,2011,18.69,NULL,NULL,3,1,NULL,NULL,NULL,NULL,36,18,NULL,NULL,NULL,NULL,NULL,NULL,10,2
72019,"Barranquitas, PR",PR,2011,34.25,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,14,NULL,1,NULL,2,NULL,NULL,21,2
72021,"Bayamon, PR",PR,2011,44.32,NULL,1,15,2,NULL,NULL,NULL,NULL,40,73,1,3,NULL,NULL,NULL,NULL,131,NULL
72023,"Cabo Rojo, PR",PR,2011,70.37,NULL,NULL,2,3,NULL,NULL,NULL,NULL,3,21,NULL,1,NULL,NULL,NULL,NULL,23,2
72025,"Caguas, PR",PR,2011,58.6,NULL,NULL,9,3,NULL,NULL,NULL,NULL,12,112,NULL,2,NULL,3,NULL,NULL,111,3
72027,"Camuy, PR",PR,2011,46.35,NULL,NULL,1,3,NULL,NULL,NULL,NULL,2,9,NULL,1,NULL,NULL,NULL,NULL,15,2
72029,"Canovanas, PR",PR,2011,32.87,NULL,NULL,1,9,NULL,NULL,NULL,1,NULL,26,NULL,NULL,NULL,2,NULL,NULL,19,1
72031,"Carolina, PR",PR,2011,45.32,1,4,7,2,NULL,NULL,NULL,2,11,56,NULL,4,NULL,NULL,NULL,NULL,30,NULL
72033,"Catano, PR",PR,2011,4.84,NULL,1,2,1,NULL,NULL,NULL,NULL,1,9,NULL,2,NULL,NULL,NULL,NULL,14,NULL
72035,"Cayey, PR",PR,2011,51.93,NULL,NULL,5,1,NULL,NULL,NULL,NULL,1,88,NULL,NULL,NULL,1,NULL,NULL,35,1
72037,"Ceiba, PR",PR,2011,29.04,NULL,NULL,1,1,NULL,1,NULL,NULL,2,32,NULL,1,NULL,NULL,NULL,NULL,7,2
72039,"Ciales, PR",PR,2011,66.53,NULL,NULL,1,1,1,NULL,NULL,NULL,3,18,NULL,1,NULL,3,NULL,NULL,15,2
72041,"Cidra, PR",PR,2011,36.02,NULL,NULL,2,NULL,1,NULL,NULL,NULL,9,38,NULL,NULL,NULL,2,NULL,NULL,19,3
72043,"Coamo, PR",PR,2011,78.01,NULL,NULL,3,1,NULL,NULL,NULL,NULL,1,25,NULL,NULL,NULL,3,NULL,NULL,24,NULL
72045,"Comerio, PR",PR,2011,28.4,NULL,NULL,1,NULL,2,NULL,NULL,NULL,NULL,15,NULL,1,NULL,2,NULL,NULL,9,2
72047,"Corozal, PR",PR,2011,42.57,NULL,NULL,2,1,NULL,NULL,NULL,NULL,NULL,29,NULL,1,NULL,2,NULL,NULL,20,2
72049,"Culebra, PR",PR,2011,11.62,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
72051,"Dorado, PR",PR,2011,23.09,NULL,NULL,1,NULL,NULL,1,NULL,NULL,1,27,NULL,1,NULL,NULL,NULL,NULL,15,1
72053,"Fajardo, PR",PR,2011,29.86,NULL,NULL,5,1,NULL,NULL,NULL,NULL,2,22,NULL,1,NULL,3,NULL,NULL,22,2
72054,"Florida, PR",PR,2011,15.21,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,1,NULL,NULL,NULL,NULL,5,NULL
72055,"Guanica, PR",PR,2011,37.05,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,30,NULL,1,NULL,NULL,NULL,NULL,19,NULL
72057,"Guayama, PR",PR,2011,64.99,NULL,NULL,4,2,2,1,NULL,NULL,31,30,1,2,NULL,2,NULL,NULL,38,1
72059,"Guayanilla, PR",PR,2011,42.27,NULL,NULL,1,1,NULL,1,NULL,1,NULL,43,NULL,1,NULL,1,NULL,NULL,16,1
72061,"Guaynabo, PR",PR,2011,27.58,NULL,1,3,16,NULL,NULL,NULL,1,10,45,NULL,2,NULL,NULL,NULL,NULL,41,NULL
72063,"Gurabo, PR",PR,2011,27.89,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,38,NULL,1,NULL,NULL,NULL,NULL,17,2
72065,"Hatillo, PR",PR,2011,41.78,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,1,NULL,1,NULL,NULL,20,NULL
72067,"Hormigueros, PR",PR,2011,11.34,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,1,NULL,NULL,NULL,NULL,8,1
72069,"Humacao, PR",PR,2011,44.75,NULL,NULL,7,1,NULL,1,NULL,NULL,29,76,NULL,1,NULL,1,NULL,NULL,40,2
72071,"Isabela, PR",PR,2011,55.3,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,1,NULL,NULL,25,1
72073,"Jayuya, PR",PR,2011,44.53,NULL,NULL,1,6,NULL,NULL,NULL,NULL,1,37,NULL,NULL,NULL,2,NULL,NULL,14,1
72075,"Juana Diaz, PR",PR,2011,60.28,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,67,NULL,NULL,NULL,1,NULL,NULL,28,1
72077,"Juncos, PR",PR,2011,26.49,NULL,NULL,2,1,NULL,NULL,NULL,NULL,2,44,NULL,1,NULL,1,NULL,NULL,18,3
72079,"Lajas, PR",PR,2011,59.95,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,5,NULL,1,NULL,1,NULL,NULL,15,3
72081,"Lares, PR",PR,2011,61.45,NULL,NULL,2,1,1,NULL,NULL,NULL,NULL,14,NULL,2,NULL,NULL,NULL,NULL,29,2
72083,"Las Mar¡as, PR",PR,2011,46.36,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,14,NULL,1,NULL,1,NULL,NULL,10,1
72085,"Las Piedras, PR",PR,2011,33.88,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,5,25,NULL,1,NULL,1,NULL,NULL,18,NULL
72087,"Loiza, PR",PR,2011,19.37,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,2,NULL,NULL,NULL,NULL,13,3
72089,"Luquillo, PR",PR,2011,25.81,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,21,NULL,1,NULL,NULL,NULL,NULL,13,1
72091,"Manati, PR",PR,2011,45.13,NULL,NULL,7,1,NULL,NULL,NULL,NULL,54,18,NULL,2,NULL,NULL,NULL,NULL,33,1
72093,"Maricao, PR",PR,2011,36.62,NULL,NULL,1,9,NULL,NULL,NULL,NULL,1,14,NULL,1,NULL,2,NULL,NULL,11,2
72095,"Maunabo, PR",PR,2011,21.07,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,9,3
72097,"Mayaquez, PR",PR,2011,77.65,1,NULL,15,8,NULL,2,NULL,NULL,12,40,NULL,1,NULL,2,NULL,NULL,57,5
72099,"Moca, PR",PR,2011,50.34,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,1,NULL,NULL,NULL,NULL,25,1
72101,"Morovis, PR",PR,2011,38.87,NULL,NULL,1,1,NULL,NULL,NULL,1,NULL,16,NULL,1,NULL,2,NULL,NULL,16,4
72103,"Naguabo, PR",PR,2011,51.66,NULL,NULL,1,1,1,1,NULL,NULL,NULL,62,NULL,1,NULL,2,NULL,NULL,18,1
72105,"Naranjito, PR",PR,2011,27.4,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,17,NULL,1,NULL,3,NULL,NULL,23,2
72107,"Orocovis, PR",PR,2011,63.62,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,1,NULL,NULL,19,3
72109,"Patillas, PR",PR,2011,46.7,NULL,NULL,1,1,1,NULL,NULL,NULL,5,30,NULL,NULL,NULL,2,NULL,NULL,17,2
72111,"Penuelas, PR",PR,2011,44.62,NULL,NULL,1,5,NULL,2,NULL,NULL,14,27,4,1,NULL,3,NULL,NULL,17,2
72113,"Ponce, PR",PR,2011,114.76,1,NULL,20,10,5,NULL,NULL,NULL,6,111,NULL,4,NULL,7,NULL,NULL,140,NULL
72115,"Quebradillas, PR",PR,2011,22.68,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,3,NULL,1,NULL,NULL,NULL,NULL,11,1
72117,"Rincon, PR",PR,2011,14.29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,8,NULL,1,NULL,NULL,NULL,NULL,7,1
72119,"Rio Grande, PR",PR,2011,60.62,NULL,NULL,1,6,NULL,NULL,NULL,NULL,NULL,35,NULL,2,NULL,2,NULL,NULL,26,6
72121,"Sabana Grande, PR",PR,2011,35.83,NULL,NULL,1,1,NULL,NULL,NULL,NULL,6,33,NULL,1,NULL,3,NULL,NULL,11,2
72123,"Salinas, PR",PR,2011,69.37,NULL,NULL,1,1,NULL,1,NULL,NULL,6,48,NULL,NULL,NULL,1,NULL,NULL,20,1
72125,"San German, PR",PR,2011,54.5,NULL,NULL,3,3,NULL,NULL,NULL,NULL,12,39,NULL,1,NULL,2,NULL,NULL,27,1
72127,"San Juan, PR",PR,2011,47.85,1,5,61,14,1,1,NULL,NULL,18,188,NULL,25,NULL,NULL,NULL,NULL,236,NULL
72129,"San Lorenzo, PR",PR,2011,53.11,NULL,NULL,1,7,NULL,NULL,NULL,NULL,13,45,NULL,1,NULL,2,NULL,NULL,27,1
72131,"San Sebastian, PR",PR,2011,70.42,NULL,NULL,3,3,NULL,NULL,NULL,NULL,3,27,NULL,1,NULL,2,NULL,NULL,33,3
72133,"Santa Isabel, PR",PR,2011,34.02,NULL,NULL,1,NULL,1,NULL,NULL,NULL,1,17,NULL,1,NULL,NULL,NULL,NULL,11,1
72135,"Toa Alta, PR",PR,2011,27.02,NULL,NULL,1,3,1,NULL,NULL,NULL,NULL,15,NULL,1,NULL,1,NULL,NULL,19,4
72137,"Toa Baja, PR",PR,2011,23.24,NULL,NULL,2,1,NULL,1,NULL,NULL,4,26,NULL,1,NULL,NULL,NULL,NULL,33,NULL
72139,"Trujillo Alto, PR",PR,2011,20.76,NULL,NULL,3,1,1,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL
72141,"Utuado, PR",PR,2011,113.53,NULL,NULL,1,4,2,NULL,NULL,NULL,NULL,49,NULL,2,NULL,4,NULL,NULL,23,1
72143,"Vega Alta, PR",PR,2011,27.73,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,4,28,NULL,1,NULL,NULL,NULL,NULL,19,2
72145,"Vega Baja, PR",PR,2011,45.86,NULL,NULL,3,1,NULL,1,NULL,NULL,3,33,NULL,NULL,NULL,1,NULL,NULL,33,1
72147,"Vieques, PR",PR,2011,50.77,1,NULL,1,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
72149,"Villalba, PR",PR,2011,35.64,NULL,NULL,1,NULL,2,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,3,NULL,NULL,17,1
72151,"Yabucoa, PR",PR,2011,55.21,NULL,NULL,1,1,NULL,NULL,NULL,NULL,13,43,1,NULL,NULL,2,NULL,NULL,24,NULL
72153,"Yauco, PR",PR,2011,68.19,NULL,NULL,3,1,2,NULL,NULL,NULL,NULL,38,NULL,NULL,NULL,3,NULL,NULL,37,1
78010,"St. Croix, VI",VI,2011,82.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
78020,"St. John, VI",VI,2011,19.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
78030,"St. Thomas, VI",VI,2011,80.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
