RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER
496,BAJA BEAN CO REST & CANTINA,6714,1520 W MAIN STREET,RICHMOND,VA,23220,"LOITERING-INTOX PERSON, CONSUMPTION OF A.B. BY AN INTOX PERSON",2,Y,RICHMOND,APPEAL HEARING,3/7/2008,10/22/2008,1/26/2009,,,,,,Y,DISMISSED
804,HYPERLINK CAFÉ,27731,814 W GRACE STREET,RICHMOND,VA,23220,"QUALIFICATON TO RETAIN M.B. LICENSE-""RESTAURANT"", QUALIFICATIONS TO RETAIN WINE OR BEER LICNESE-""RESTAURANT""",2,N,RICHMOND,INITIAL HEARING,12/5/2008,3/25/2009,05/04/09,7, $ 750.00 ,,12,,,
202,MARTINI KITCHEN AND BUBBLE BAR,39542,1911 WEST MAIN STREET,RICHMOND,VA,23220,PERMITTED CONSUMPTION BETWEEN 2:00 & 6;00 A.M.; ALLOWED CONSUMPTION BY A UAB; OBSTRUCTED SPECIAL AGENTS OF THE BOARD IN THE DISCHARGE OF THEIR DUTIES.,3,N,RICHMOND,APPEAL HEARING,6/30/2007,6/12/2008,9/15/2008,," $ 5,500.00 ",,,,,
848,SKYY RESTAURANT AND JAZZ PALACE,46745,4 W BROAD STREET,RICHMOND,VA,23220,"QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT""-(RATIO PROVISION), QUALIFICATION TO RETAIN WINE AND BEER LICENSE-""RESTAURANT"", QUALIFIACTION TO RESTAIN MB LICENSE-""RESTAURANT""",3,N,RICHMOND,INITIAL HEARING,5/31/2008,4/2/2009,05/26/09,,,,,,Y,DISMISSED
555,CAFÉ DIEM,26183,600 N SHEPPARD STREET,RICHMOND,VA,23221,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,8/22/2008,1/7/2009,2/11/2009,15," $ 1,500.00 ",,,,,
352,"OAXACA LATIN MARKET, LLC",43099,610 N. SHEPPARD STREET,RICHMOND,VA,23221,SOLD TO UNDER AGED BUYER; LANGUAGE BARRIER.,2,N,RICHMOND,OFFER IN COMPROMISE,8/22/2008,11/17/2008,11/19/2008,,,25,,,,
794,THE CORNER CAFÉ,12269,800 N CLEVELAND STREET,RICHMOND,VA,23221,"FAILED TO COMPLY WITH CONDITIONS OR RESTRICTIONS OF LICENSE, UAB, CONSUMPTION OF A.B. BY A PERSON LESS THAN 21 YEARS OF AGE, ALLOWED REMOVAL OF BEER SOLD FOR ON PREMISES CONSUMPTION",4,Y,RICHMOND,INITIAL HEARING,8/9/2008,1/23/2009,04/30/09,30," $ 3,000.00 ",7,,,Y,"CH 1-WRITTEN WARNING, CH 2-DISMISSED"
661,THE PARK EXPRESS,50779,1401 E BROOKLAND PARK BLVD,RICHMOND,VA,23222,FINANCIAL RESPONSIBILITY,1,N,RICHMOND,OFFER IN COMPROMISE,6/30/2008,,3/24/2009,,,,12,,,
556,NEIGHBORHOOD MARKET,52772,2606 CHAMBERLAYEN AVENUE,RICHMOND,VA,23222,"THE NUMBER OF LICENSES EXISTENT-INTEREST, MORALS, SAFETY OR WELFARE OF THE PUBLIC, SO SITUATED WITH RESPECT TO RESIDENCE OR RESIDENTIAL AREA,",2,N,RICHMOND,INITIAL HEARING,11/3/2008,2/12/2009,2/12/2009,,,,,,,APPLICATION-GRANTED- VOLUNTARY RESTRICTIONS.
641,TIKI BOBS CANTINA,19979,110 N 18TH STREET,RICHMOND,VA,23223,ADVERTISING-HAPPY HOUR,1,N,RICHMOND,CONSENT SETTLEMENT,1/13/2009,,3/23/2009,, $ 500.00 ,,,,,
152,CHURCH HILL MARKET,71003,1308 N 22ND STREET,RICHMOND,VA,23223,FAILED TO KEEP RECORDS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION,1,N,RICHMOND,CONSENT SETTLEMENT,7/3/2008,,8/25/2008,, $ 500.00 ,,,,,
499,AFTER SIX SUPPER CLUB & CAFÉ,41577,1718 E MAIN STREET,RICHMOND,VA,23223,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,RICHMOND,INITIAL HEARING,5/1/2008,12/22/2008,1/26/2009,7, $ 500.00 ,,,,,
216,FAIRFIELD BP AMOCO,39461,5051 NINE MILE ROAD,RICHMOND,VA,23223,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,12/7/2007,8/12/2008,9/19/2008,30," $ 3,000.00 ",10,,,,
75,FOOD LION # 1146,9811,6009 NINE MILE ROAD,RICHMOND,VA,23223,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,12/7/2007,7/15/2008,8/6/2008,," $ 7,000.00 ",7,,,,
801,TONY'S MARKET,48557,3714 A MECHANICSVILLE TPKE,RICHMOND,VA,23223,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,10/25/2008,3/25/2009,05/04/09,25," $ 2,500.00 ",,,,,
720,HAVE A NICE DAY CAFÉ,19978,11 S 28TH STREET,RICHMOND,VA,23223,CONSUMPTION OF A.B. BY A PERSON LESS THAN 21 YEARS OF AGE (2 COUNTS),2,N,RICHMOND,INITIAL HEARING,8/14/2008,2/23/2009,4/14/2009,25," $ 2,000.00 ",,,,,
370,EL RINCON LATINO,34252,5158 NINE MILE ROAD,RICHMOND,VA,23223,SOLD TO UNDER AGED BUYER; FAILED TO KEEP LICENSE POSTED IN A CONSPICUOUS PLACE.,2,Y,RICHMOND,INITIAL HEARING,12/7/2007,10/16/2008,12/5/2008,60," $ 5,000.00 ",20,,,,
294,EL PAISANO RESTAURANTE,46898,2601 TURNER ROAD,RICHMOND,VA,23224,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,RICHMOND,CONSENT SETTLEMENT,8/22/2008,,10/22/2008,, $ 500.00 ,,,,,
70,U.S. ARMED FORCES & VIETNAM VETS,45913,1315 HULL STREET,RICHMOND,VA,23224,LICENSEE PERMITTED UNAUTHORIZED PERSONS TO PATRONIZE THE ESTABLISHMENT,1,N,RICHMOND,INITIAL HEARING,10/27/2007,6/13/2008,8/1/2008,15," $ 1,000.00 ",7,,,,
614,CARIBBEAN CHEF,10892,901 HULL STREET,RICHMOND,VA,23224,"QUALIFICATIONS TO RETAIN M.B. LICENSE-""RESTAURANT""",1,N,RICHMOND,APPEAL HEARING,1/31/2008,3/6/2009,3/11/2009,,,,,,,WRITTEN WARNING
238,THE MARKET PLACE #21,38306,6811 WALMSEY BOULEVARD,RICHMOND,VA,23224,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,1/25/2008,8/22/2008,10/1/2008,30," $ 3,000.00 ",10,,,,
266,MOREKAS,25334,2869 BROAD ROCK BOULEVARD,RICHMOND,VA,23224,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,APPEAL HEARING,5/7/2008,8/12/2008,10/8/2008,10," $ 1,000.00 ",,,,,
137,RITE AID PHARMACY 3706,71673,1801 HULL STREET,RICHMOND,VA,23224,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,7/16/2008,,8/18/2008,," $ 2,000.00 ",,,,,
327,"CHRISTOPHER OF MANCHESTER, INC.",35915,1900 HLL STREET,RICHMOND,VA,23224,QUALIFICATIONS FOR BOTH LICENSES,2,Y,RICHMOND,APPEAL HEARING,2/19/2008,8/20/2008,11/10/2008,,,,,Y,,REVOKED
579,CLUB ILLUZION SPORTS BAR & GRILL,38377,1734 BROAD ROCK BLVD,RICHMOND,VA,23224,"QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT""-(RATIO PROVISION)-2 COUNTS, QUALIFICATION TO RETAIN MB LICENSE-""RESTAURANT""",3,N,RICHMOND,INITIAL HEARING,5/31/2008,12/22/2008,2/25/2009,,,,,Y,,REVOKED MB LICENSE ONLY
426,EAST COAST #4052,13292,7500 FOREST HILL AVENUE,RICHMOND,VA,23225,DESIGNATED MANAGER NOT ON DUTY,1,N,RICHMOND,CONSENT SETTLEMENT,11/4/2008,,12/22/2008,, $ 500.00 ,,,,,
217,A-Z EXPRESS,13338,6232 JAHNKE ROAD,RICHMOND,VA,23225,FAILED TO HAVE DESIGNATED MANAGER PRESENT. ,1,N,RICHMOND,INITIAL HEARING,2/29/2008,8/12/2008,9/19/2008,10," $ 1,000.00 ",,,,,
483,ISLAND VENTURE RESTUARNAT & LOUNGE,2661,3410 SEMMES AVENUE,RICHMOND,VA,23225,FAILED TO KEEP RECORDS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION,1,N,RICHMOND,INITIAL HEARING,6/3/2008,12/22/2008,1/21/2009,7, $ 500.00 ,,,,,
367,THE STATFORD GRILL,32808,2805 HATHAWAY ROAD,RICHMOND,VA,23225,FAILED TO SUBMIT ACCURATE ANNUAL REVIEW REPORT,1,N,RICHMOND,INITIAL HEARING,11/30/2007,10/17/2008,12/4/2008,10, $ 750.00 ,,,,,
135,SK MINI MART,8989,3406 FOREST HILL AVENUE,RICHMOND,VA,23225,PURCHASED BEER OR WINE EXCEPT FOR CASH,1,N,RICHMOND,CONSENT SETTLEMENT,12/17/2007,,8/13/2008,, $ 250.00 ,,,,,
236,QUISQEYA RESTAURANT & NIGHT CLUB,41727,6346 MIDLOTHIAN TURNPIKE,RICHMOND,VA,23225,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,2/12/2008,8/15/2008,10/1/2008,25," $ 2,000.00 ",,,,,
265,YOUNG BIN RESTAURANT,72659,7437 A&B MIDLOTHIAN TURNPIKE,RICHMOND,VA,23225,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,2/12/2008,8/15/2008,10/8/2008,15," $ 1,500.00 ",,,,,
226,RED LOBSTER RESTAURANT 211,18930,6827 MIDLOTHIAN TURNPIKE,RICHMOND,VA,23225,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,2/12/2008,9/11/2008,9/22/2008,," $ 5,000.00 ",3,,,,
863,MANDARIN PALACE RESTAURANT ,8619,2811 HATHAWAY ROAD,RICHMOND,VA,23225,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,3/24/2009,,5/22/2009,," $ 2,000.00 ",,,,,
803,QUISQUEYA RESTAURANT & NIGHT CLUB,41727,6346 MIDLOTHIAN TPKE,RICHMOND,VA,23225,"CONSUMPTION OF A.B. BY A PERSON LESS THAN 21 YEARS OF AGE, PURCHASE OF A.B. FRO THE BOARD EXCEPT FOR CASH",2,N,RICHMOND,INITIAL HEARING,8/22/2008,3/25/2009,05/04/09,7, $ 250.00 ,,,,Y,"CH 1-DISMISSD, CH2 7/250"
223,MEXICO RESTAURANT 3,50802,6406 HORSEPEN ROAD,RICHMOND,VA,23226,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,2/12/2008,8/12/2008,9/19/2008,25," $ 2,000.00 ",,,,,
583,MAI SUSHI,42656,7019 G THREE CHOPT ROAD,RICHMOND,VA,23226,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,12/12/2008,,2/27/2009,," $ 2,000.00 ",,,,,
369,EAST COAST # 4037,13287,5618 PATTERSON AVENUE,RICHMOND,VA,23226,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,3/6/2008,10/17/2008,12/5/2008,30," $ 3,000.00 ",10,,,,
224,BROOK ROAD CHEVRON,45307,5308 BROOK ROAD,RICHMOND,VA,23227,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,12/15/2007,8/12/2008,9/19/2008,30," $ 3,000.00 ",10,,,,
77,FOOD LION # 1626,9979,5300 CHAMBERLAYNE AVENUE,RICHMOND,VA,23227,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,12/15/2007,7/15/2008,8/7/2008,," $ 5,000.00 ",3,,,,
713,PARHAM ROAD PIT STOP,7474,807 PARHAM ROAD,RICHMOND,VA,23227,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,10/24/2008,,4/3/2009,," $ 2,000.00 ",,,,,
775,WAWA MARKET,42947,5231 BROOK ROAD,RICHMOND,VA,23227,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,10/24/2008,,04/21/09,," $ 2,000.00 ",,,,,
742,SUNOCO GAS STATION,51900,5604 CHAMBERLAYNE ROAD,RICHMOND,VA,23227,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,10/24/2008,,04/15/09,," $ 2,000.00 ",,,,,
606,RIVER CITY DINER,29075,803 E PARHAM ROAD,RICHMOND,VA,23227,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,8/11/2008,1/23/2009,3/9/2009,20," $ 1,750.00 ",,,,,
733,FOOD LION 1626,9979,5300 CHAMBERLAYNE AVENUE,RICHMOND,VA,23227,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,10/6/2008,,4/7/2009,," $ 8,000.00 ",7,,,,
55,WOODMAN FOOD MART,42554,9024 WOODMAN ROAD,RICHMOND,VA,23228,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,OFFER IN COMPROMISE,12/15/2007,7/10/2008,7/30/2008,," $ 1,500.00 ",,,,,
621,STAPLES MILL SHELL,13635,6001 STAPLES MILL ROAD,RICHMOND,VA,23228,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,8/11/2008,12/1/2008,3/16/2009,," $ 5,000.00 ",3,,,,ALONG WITH 4 OTHER CONDITIONS STATED IN BOARD ORDER
377,ANTHONY & GEORGES STEAKHOUSE,59348,7505 STAPLES MILL ROAD,RICHMOND,VA,23228,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,OFFER IN COMPROMISE,10/6/2008,11/24/2008,12/8/2008,," $ 1,500.00 ",,,,,
581,VINIFERA DISTRIBUTING VIRGINIA,29567,2816 E PARHAM ROAD,RICHMOND,VA,23228,"WHOLESALER GAVE PROPERTY (UNAUTHORIZED SERVICE) TO RETAILER (24 COUNTS), FAILED TO OBTAIN PRODUCT APPROVAL (WINE/BEER), RECORDS, FAILED TO REMIT ""STATE WINE TAX""",27,N,RICHMOND,INITIAL HEARING,12/14/2008,1/12/2009,2/25/2009,15," $ 2,200.00 ",,,,,
773,HENRICO CHUBBYS,42137,6016 W BROAD STREET,RICHMOND,VA,23230,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,11/30/2008,,04/21/09,," $ 2,000.00 ",,,,,
776,7 ELEVEN STORE 2515 11099T,1136,2413 STAPLES MILL ROAD,RICHMOND,VA,23230,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,11/30/2008,,04/21/09,," $ 2,000.00 ",,,,,
925,CHECKERED FLAG RESTAURANT & LOUNGE INC,25215,4106 WILLIAMSBURG ROAD,RICHMOND,VA,23231,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,OFFER IN COMPROMISE,2/27/2009,,06/15/09,," $ 1,500.00 ",,,,,
580,FIREBIRDS ROCKY MOUNTAIN GRILL,27979,"11800 W BROAD STREET, STE 1068",RICHMOND,VA,23233,CONDUCT ILLEGAL HAPPY HOUR ,1,Y,RICHMOND,OFFER IN COMPROMISE,11/17/2008,,2/25/2009,7," $ 1,000.00 ",,,,,
215,SIEBERTS PUMP & CHURCH AMOCO,56098,11902 CHURCH ROAD,RICHMOND,VA,23233,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,3/11/2008,8/12/2008,9/19/2008,30," $ 3,000.00 ",10,,,,
778,UPPYS XXVIII,47660,3101 LAUDERDALE DRIVE,RICHMOND,VA,23233,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,11/30/2008,,04/21/09,," $ 2,000.00 ",,,,,
76,FOOD LION # 1172,9825,5702 JEFFERSON DAVIS HIGHWAY,RICHMOND,VA,23234,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,1/25/2008,7/30/2008,8/6/2008,," $ 5,000.00 ",3,,,,
214,JEFF DAVIS CONVENIENCE STORE,28645,3401 JEFFERSON DAVIS HIGHWAY,RICHMOND,VA,23234,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,5/7/2008,8/12/2008,9/19/2008,25," $ 2,000.00 ",,,,,
230,HALTEH'S HOT PIZZA 2,49591,2005 HUGUENOT ROAD,RICHMOND,VA,23235,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,2/12/2008,8/15/2008,9/29/2008,45," $ 3,000.00 ",25,,,,
153,BRANCHWAY SHELL,49316,11441 MIDLOTHIAN TPKE,RICHMOND,VA,23235,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,6/30/2008,,8/25/2008,," $ 2,000.00 ",,,,,
812,UPPY'S XIV,29345,2708 BUFORD ROAD,RICHMOND,VA,23235,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,2/26/2009,,05/05/09,," $ 2,000.00 ",,,,,
417,LA SIESTA,33489,9900 MIDLOTHIAN TURNPIKE,RICHMOND,VA,23235,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,OFFER IN COMPROMISE,9/13/2008,12/10/2008,12/18/2008,," $ 1,500.00 ",,,,,
235,LAS CASAS GRANDES,39193,3088 STONEY POINT ROAD,RICHMOND,VA,23235,QUALIFICATIONS; FAILED TO SUBMIT ANNUAL REVIEW REPORT,2,Y,RICHMOND,INITIAL HEARING,2/5/2008,8/15/2008,10/1/2008,,,,,Y,,REVOKED
930,MAYBE BAR & GRILL,56037,7114 HULL STREET ROAD,RICHMOND,VA,23235,"QUALICIATIONS-""RESTAURANT""-MB, HAS DEMONSTRATED BY (POLICE, RECORD/RECORD AS A FORMER LICENSEE) A LACK OF RESPECT FOR LAW ANDORDER-A. POLICE RECORD, B. LICENSEE RECORD, QUALIFICATIONS-""RESTAURANT""-WINE AND BEER OR BEER ONLY",3,N,RICHMOND,INITIAL HEARING,2/6/2009,5/20/2009,6/25/2009,,,,,,,APPLICATION GRANTED
931,THE NEW MCGOO,29683,7114 HULL STREET ROAD,RICHMOND,VA,23235,"QUALIFICATIONS TO RETAIN WB OR BEER LICENSE-""RESTAURANT"", QUALIFICATION TO RETAIN MB LICNESE-""RESTAURANT""-(RATIO PROVISION), FAILED TO SUBMIT ANNUAL REVIEW REPORT, QUALIFICATIO TO RETAIN MB LICENSE-""RESTAURANT""",4,Y,RICHMOND,INITIAL HEARING,7/31/2008,5/20/2009,6/25/2009,10," $ 1,000.00 ",,,Y,,"CH 1-PENALTY, CH 2 AND 4 REVOCATION, CH 3-NO PENALTY LEVIED W/ REVOCATION"
889,CANCUN RESTAURANT,25768,9618 JEFFRSON DAVIS HWY #9624,RICHMOND,VA,23237,DESIGNATED MANAGER NOT ON DUTY,1,N,RICHMOND,CONSENT SETTLEMENT,3/27/2009,,06/08/09,, $ 500.00 ,,,,,
667,SPENCER'S EXPRESS,75464,4000 KINGSLAND ROAD,RICHMOND,VA,23237,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,2/11/2009,,3/27/2009,," $ 2,000.00 ",,,,,
710,7 ELEVEN STORE 2516 15406H,2404,9700 JEFFERSON DAVIS HWY,RICHMOND,VA,23237,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,2/11/2009,,4/3/2009,," $ 2,000.00 ",,,,,
237,THE HOUSE OF DAVE'S,46091,7501 JEFF DAVIS HIGHWAY,RICHMOND,VA,23237,UNABLE TO SPEAK ENGLISH; FAILED TO SUBMIT ANNUAL REVIEW REPORT,3,N,RICHMOND,INITIAL HEARING,3/1/2008,8/22/2008,10/1/2008,7," $ 1,000.00 ",,,,,
225,KROGER # 503,10787,1356 GASKINS ROAD,RICHMOND,VA,23238,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,3/12/2008,9/11/2008,9/22/2008,," $ 5,000.00 ",3,,,,
781,7 ELEVEN STORE 12515 19623H,20962,12395 GAYTON ROAD,RICHMOND,VA,23238,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,11/30/2008,,04/21/09,," $ 2,000.00 ",,,,,
412,BREAKERS SPORTS GRILLE,1788,"9127 W BROAD STREET, STE V",RICHMOND,VA,23294,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,10/25/2008,,12/16/2008,," $ 2,000.00 ",,,,,
687,SHEETZ 350,28726,7035 W BROAD STREET,RICHMOND,VA,23294,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,11/30/2008,,4/2/2009,," $ 2,000.00 ",,,,,
777,SHEETZ 350,28726,7035 W BROAD STREET,RICHMOND,VA,23294,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,3/9/2009,,04/21/09,," $ 2,000.00 ",,,,,
405,7 ELEVEN STORE 2515 19347,25587,9523 HURON AVENUE,RICHMOND,VA,23294,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,12/29/2007,10/31/2008,12/16/2008,30," $ 3,000.00 ",10,,,,
124,BEACH TREAT GIFT BAGS AND MORE,45312,1401 GREENBRIAR PKY,CHESAPEAKE,VA,23320,SOLD TO UNDER AGED BUYER,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/17/2008,,8/13/2008,25,,,,,,
148,DOMO SUSHI RESTAURANT,19454,109 GAINSBOROUGH SQUARE,CHESAPEAKE,Va,23320,SOLD TO UNDER AGED BUYER,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/16/2008,,8/18/2008,," $ 2,000.00 ",,,,,
446,BULLIES GRILL,40122,228 BATTLEFIELD BLVD N,CHESAPEAKE,VA,23320,SOLD TO UNDER AGED BUYER,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/8/2008,,1/6/2009,," $ 2,000.00 ",,,,,
704,TOTALWINE AND MORE,12603,"1600 CROSSWAYS BLVD,UNIT A",CHESAPEAKE,VA,23320,SOLD TO UNDER AGED BUYER,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/7/2008,,4/3/2009,," $ 2,000.00 ",,,,,
768,JASONS DELI CHESAPEAKE,49943,"725 EDEN WAY N, STE 714",CHESAPEAKE,VA,23320,SOLD TO UNDER AGED BUYER,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/7/2008,,04/21/09,25,,,,,,
752,NORFOLK MARRIOTT CHESAPEAKE,54671,725 WOODLAKE DRIVE,CHESAPEAKE,VA,23320,"LICENSE NOT POSTED, UAB",2,N,CHESAPEAKE,OFFER IN COMPROMISE,12/15/2008,,04/16/09,," $ 1,750.00 ",,,,,
39,MILLER MART # 68,17319,3200 WESTERN BRANCH BLVD.,CHESAPEAKE,VA,23321,"FAILED TO KEEP COMPLETE, ACCURATE RECORDS AT THE PLACE OF BUSINESS & AVAILABLE FOR INSPECTION BY SPECIAL AGENTS.",1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/11/2008,,7/24/2008,7, $ 500.00 ,,,,,
428,PLAZA AZTECA MEXICAN RESTAURANT,41017,2416 DOCKL ANDING ROAD,CHESAPEAKE,VA,23321,SOLD TO UNDER AGED BUYER,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/23/2008,,12/22/2008,," $ 2,000.00 ",,,,,
101,PARADOCKS EAST COAST GRILLE,28409,4124 CHESAPEAKE SQUARE BOULEVARD,CHESAPEAKE,VA,23321,SOLD TO AN INTOXICATED PERSON; ALLOWED CONSUMPTION OF AB BY TWO PERSONS WHO WERE INTOXICATED,2,Y,CHESAPEAKE,OFFER IN COMPROMISE,1/4/2008,8/11/2008,8/25/2008,," $ 4,000.00 ",,,,,
8,HOFFMAN BEVERAGE CO.,47998,4105 S. MILITARY HWY.,CHESAPEAKE,VA,23321,"ON THREE OCCASIONS, MADE AN UNAUTHORIZED PICK-UPS TO RETAIL LICENSEE, CONTRARY TO BOARD REGS. ",3,N,CHESAPEAKE,CONSENT SETTLEMENT,4/29/2008,,7/3/2008,10," $ 3,000.00 ",,,,,
130,CHESAPEAKE GOLF CLUB,47118,1201 CLUBHOUSE DRIVE,CHESAPEAKE,VA,23322,SOLD TO UNDER AGED BUYER,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/17/2008,,8/13/2008,," $ 2,000.00 ",,,,,
461,G R I T S GRILLE N GO,46430,2801 BENEFIT ROAD,CHESAPEAKE,VA,23322,SOLD TO UNDER AGED BUYER,1,N,CHESAPEAKE,INITIAL HEARING,6/17/2008,11/20/2008,1/7/2009,15," $ 1,500.00 ",,,,,
510,7 ELEVEN STORE 2514 33976A,52026,225 HANBURY ROAD EAST,CHESAPEAKE,VA,23322,SOLD TO UNDER AGED BUYER,1,N,CHESAPEAKE,OFFER IN COMPROMISE,10/23/2008,,1/30/2009,," $ 1,500.00 ",,,,,
642,CHRISTALDOS PIZZA,46324,141 HILLCREST PKY #9,CHESAPEAKE,VA,23322,SOLD TO UNDER AGED BUYER,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/12/2008,,3/23/2009,25,,,,,,
620,BLAKELYS,16620,414 S BATTLEFIELD BLVD,CHESAPEAKE,VA,23322,"QUALIFICATION TO RETAIN MB LICENSE-""RESTAURANT"", QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT""-(RATIO PROVISION), FINANCIAL RESPONSIBILITY, FAILED TO SUBMIT ACCURATE ANNUAL REVIEW REPORT, DEFRAUD OR ATTEMPT TO DEFRAUD THE BOARD",5,Y,CHESAPEAKE,INITIAL HEARING,11/30/2007,10/21/2008,3/16/2009,30,,,,Y,Y,"CHARGE 1-30 DAYS, CHARGE 3-DISMISSED, CHARGES 2, 4 AND 5-MB LICENSE BE REVOKED"
190,IBPOE OF W ELKS,2097,22 HINTON AVENUE,CHESAPEAKE,VA,23323,FAILED TO PREPARE AND HAVE AVAILABLE ON THE CLUB PREMISES ANNUAL REQUIRED FINANCIAL STATEMENTS.,1,N,CHESAPEAKE,INITIAL HEARING,3/10/2008,8/5/2008,9/8/2008,7, $ 500.00 ,,,,,
375,SHELL MART,42491,965 GEORGE WAHINGTON HWY,CHESAPEAKE,VA,23323,SOLD TO UNDER AGED BUYER,1,N,CHESAPEAKE,INITIAL HEARING,5/16/2008,10/27/2008,12/8/2008,25," $ 2,000.00 ",,,,,
755,FOOD LION 756,9769,2617 MOSES GRANDY TRAIL,CHESAPEAKE,VA,23323,SOLD TO UNDER AGED BUYER,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,12/10/2008,,04/16/09,," $ 5,000.00 ",3,,,,
907,TOTAL FOOD & DELI,19559,1328 CANAL DRIVE,CHESAPEAKE,VA,23323,"DESIGNATED MANAGER NOT ON DUTY, FAILED TO KEEP RECORDS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION",2,N,CHESAPEAKE,INITIAL HEARING,9/30/2008,4/30/2009,06/12/09,7, $ 750.00 ,,,,,
