RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,CONTINUANCE?,DATE AVAILABLE TO H & A,DATE HEARD,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS), CIVIL PENALTY ($) ,MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER,,,,,,,,,,
137,LA TASCA SPANISH TAPAS BAR AND RESTAURANT,41922,607 KING STREET,ALEXANDRIA,VA,22314,UAB,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,8/2/2012,N,8/17/2012,,,9/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
539,THE LIGHT HORSE RESTAURANT,14139,715 KING STREET,ALEXANDRIA,VA,22314,"FAIL TO  TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING NOVEMBER 30, 2012.",1,N,ALEXANDRIA,CONSENT SETTLEMENT,11/30/2012,N,2/22/2013,,,4/2/2013,, $ 500.00 ,,,,,,,,,,,,,,,
226,WHITTINGHAM,19299,1021 CAROLI8NE STREET,FREDERICKSBURG,VA,22401,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/22/2012,N,10/2/2012,,,10/22/2012,25,,,,,,,,,,,,,,,,
559,HILTON GARDEN INN FREDERICKSBURG,52380,1060 HOSPITALITY LN,FREDERICKSBURG,VA,22401,UAB; FAIL TO HAVE DESIGNATED MANAGER PRESENT AND IN ACTUAL CHARGE,2,N,FREDERICKSBURG,INITIAL HEARING,10/23/2012,N,12/18/2012,2/4/2013,2/28/2013,4/10/2013,25," $ 2,000.00 ",,,,,CHG 2 NO PENALTY IMPOSED,,,,,,,,,,
378,7 ELEVEN STORE 39506-A,68735,1280 JEFFERSON DAVIS HIGHWAY,FREDERICKSBURG,VA,22405,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,11/9/2012,N,11/29/2012,,,1/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
623,TEXACO GAS STATION & C STORE,43354,4300 LAFAYETTE BOULEVARD,FREDERICKSBURG,VA,22408,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,2/21/2013,N,4/19/2013,,,5/21/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
345,WALMART 5779,69407,16375 MERCHANT LANE,DAHLGREN,VA,22448,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,10/26/2012,N,11/29/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
177,SAVANNAH JOE'S BAR B QUE,47276,55 IRVGINGTON ROAD,KILMARNOCK,VA,22482,"DOES NOT CONFORM TO THE REQUIREMENTS OF THE GOVERNING BODY OF LANCASTER CO. WITH RESPECT TO SANITATION, HEALTH, CONSTRUCTION, OR EQUIPMENT OR TO ANY SIMILAR REQUIREMENTS ESTABLISHED BY THE LAW OF THE COMMONWEALTH OR BY BD. REGULATIONS; MAINTAINED AN UNSANITARY ESTABLISHMENT",2,N,RICHMOND,APPEAL HEARING,4/2/2012,N,4/25/2012,5/22/2012,6/21/2012,10/4/2012,30,"$1,000.00 ",10,,,,,,,,,,,,,,
376,THAI POT,64870,36 N MAIN STREET,KILMARNOCK,VA,22482,"FAIL TO  TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING MAY 31, 2012.",1,N,FREDERICKSBURG,CONSENT SETTLEMENT,5/31/2012,N,12/5/2012,,,1/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
325,SEALSTON DELI LLC,64850,1132 KINGS HIGHWAY,KING GEORGE,VA,22485,UAB,1,N,FREDERICKSBURG,OFFER IN COMPROMISE,10/26/2012,N,11/30/2012,,,12/20/2012,," $ 1,500.00 ",,,,,,,,,,,,,,,
231,BACKDRAFT RESTAURANT,26742,7415 OLDHAMS ROAD,KINSALE,VA,22488,UAB,1,N,RICHMOND,OFFER IN COMPROMISE,6/15/2012,N,6/15/2012,,,10/24/2012,," $ 1,500.00 ",,,,,MART TRAINING FOR ABC MANAGERS,,,,,,,,,,
176,COASTAL,56063,18414 JEFFERSON DAVIS HIGHWAY,LADYSMITH,VA,22501,UAB,1,N,RICHMOND,APPEAL HEARING,4/21/2012,N,5/4/2012,5/22/2012,6/21/2012,10/4/2012,10," $ 4,500.00 ",,,,,,,,,,,,,,,
213,GREEK HOUSE ITALIAN RESTAURANT,17136,24409 ROGERS CLARK BLVD,RUTHER GLEN,VA,22546,LICENSEE INTOXICATED WHILE UPON THE LICENSED PREMISES; FINANCIAL RESPONSIBILITY; LICENSEE KEPT OR ALLOWED TO BE KEPT ALCOHOLIC BEVERAGES THE LICENSEE WAS NOT AUTHORIZED TO SELL; ALLOWED THE CONSUMPTION OF UNAUTNORIZED ALCOHOLIC BEVERAGES UPON THE LICENSED PREMISES; LICENSEE CONSUMED OR OFFERED ALCOHOLIC BEVERAGES UPON THE LICENSED PREMISES OTHER THAN THAT WHICH THE LICENSEE WAS AUTHORIZED TO SELL,5,Y,RICHMOND,APPEAL HEARING,4/29/2012,Y,5/10/2012,7/11/2012,8/1/2012,10/19/2012,,,,,Y,Y,,,,,,,,,,,
12,MATTAPONI WINERY,43323,7530 MORRIS ROAD,SPOTSYLVANIA,VA,22551,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/3/2012,N,6/9/2012,,,7/9/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
120,CHINA WOK CHINESE RESTAURANT,11464,"364 GARRISONVILLE RD, STE 115",STAFFORD,VA,22554,FAILED TO TIMELY SUBMIT ANNUAL REVIEW REPORT,1,N,RICHMOND,INITIAL HEARING,12/31/2011,N,5/14/2012,6/12/2012,7/26/2012,9/6/2012,7, $ 500.00 ,,,,,,,,,,,,,,,
9,FEREBEE'S,20357,330 PRINCE ST,TAPPAHANNOCK,VA,22560,UAB X2; CAUSE EXISTS TO REFUSE THE LICENSE; CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY,4,N,RICHMOND,INITIAL HEARING,2/27/2011,N,12/12/2011,2/24/2012,5/2/2012,7/3/2012,,,,24,,Y X3,3 CHARGES DISMISSED; 2 YRS PROBATION,,,,,,,,,,
262,JAVA JACKS,44953,504 N CHURCH LN,TAPPAHANNOCK,VA,22560,FAILED TO TIMELY SUBMIT ANNUAL REVIEW REPORT,1,N,RICHMOND,INITIAL HEARING,7/5/2012,Y,7/19/2012,9/18/2012,10/2/2012,11/6/2012,,,,,,,NO PENALTY IMPOSED,,,,,,,,,,
364,7 ELEVEN STORE 2516-20465 H,24745,6546 RICHMOND ROAD,WARSAW,VA,22572,UAB,1,Y,FREDERICKSBURG,CONSENT SETTLEMENT,10/25/2012,N,11/29/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
7,MI SALVADOR GROCERY AND DELI STORE,39918,930 BERRYVILLE AVE,WINCHESTER,VA,22601,FAIL TO HAVE DESIGNATED MANAGER PRESENT AND IN ACTUAL CHARGE,1,N,STAUNTON,INITIAL HEARING,3/1/2012,N,3/6/2012,4/12/2012,6/1/2012,7/3/2012,7, $ 500.00 ,,,,,,,,,,,,,,,
61,TC TOOTIES HISTORIC SPORTS PUB,63261,2235 VALOR DR,WINCHESTER,VA,22601,"ALLOWED CONSUMPTION OF ALCOHOLIC BEVERAGES BY INTOXICATED PERSON; SOLD ALCOHOLIC BEVERAGES IN UNAUTHORIZED MANNER; SOLD ALCOHOLIC BEVERAGES FOR CONSUMPTION OTHER THAN IN DINING AREAS, AIDED OR ABETTED PERSONS IN CONSUMING OR OFFERING DRINKS IN UNLICENSED PUBLIC PLACE; ESTABLISHMENT SO ILLUMINATED THAT AGENTS WERE PREVENTED FROM REASONABLE OBSERVATION",5,N,STAUNTON,INITIAL HEARING,2/24/2012,Y,3/20/2012,5/11/2012,6/21/2012,7/24/2012,25," $ 2,500.00 ",7,,,,,,,,,,,,,,
89,HAMPTON INN,8015,1204 BERRYVILLE AVE,WINCHESTER,VA,22601,CEASES TO QUALIFY FOR CATERER'S LICENSE,1,N,STAUNTON,INITIAL HEARING,11/30/2011,N,5/4/2012,6/12/2012,7/6/2012,8/14/2012,,,,,,Y,,,,,,,,,,,
90,THE TWILIGHT ZONE CAFÉ,42177,815 S LOUNDON ST,WINCHESTER,VA,22601,CEASES TO QUALIFY AS A RESTAURANT,1,N,STAUNTON,INITIAL HEARING,10/31/2011,N,5/4/2012,6/12/2012,7/6/2012,8/14/2012,5, $ 500.00 ,,,,,,,,,,,,,,,
148,UNION JACK PUB & RESTAURANT,55066,101 N LOUDOUN ST,WINCHESTER,VA,22601,FAIL TO TIMELY SUBMIT ANNUAL REVIEW REPORT,1,Y,STAUNTON,INITIAL HEARING,2/1/2012,N,5/25/2012,7/24/2012,8/13/2012,9/14/2012,7, $ 500.00 ,,,,,,,,,,,,,,,
234,RED PANDA BUFFET & 360 NIGHTCLUB,26768,2254 VALLEY AVENUE,WINCHESTER,VA,22601,LICENSEE ALLOWED CONSUMPTION OF ALCOHOLIC BEVERAGES BY 3 PERSONS; LICENSEE ALLOWED 2 INTOXICATED PERSONS TO LOITER; SO ILLUMINATED,3,N,STAUNTON,OFFER IN COMPROMISE,5/13/2012,Y,6/20/2012,,,10/24/2012,," $ 3,000.00 ",,,,Y,CHARGE 3 DISMISSED AND A WRITTEN WARNING ISSUED,,,,,,,,,,
630,PIZZA HUT #23557,46035,914 BERRYVILLE AVENUE,WINCHESTER,VA,22601,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,4/18/2013,N,4/29/2013,,,5/21/2013,25,,,,,,,,,,,,,,,,
44,WAL MART #4514,69468,201 MARANTO MANOR DRIVE,WINCHESTER,VA,22602,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/5/2012,N,6/25/2012,,,7/20/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
323,PARRILLS TRADING POST,52674,8549 N. FREDERICK PIKE,CROSS JUNCTION,VA,22625,UAB,1,N,STAUNTON,OFFER IN COMPROMISE,11/6/2012,N,11/20/2012,,,12/20/2012,," $ 1,000.00 ",,,,,,,,,,,,,,,
30,FRONT ROYAL COUNTRY CLUB,39444,902 COUNTRY CLUB ROAD,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/5/2012,N,6/15/2012,,,7/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
51,BIG AL'S,38372,10 SOUTH STREET,FRONT ROYAL,VA,22630,UAB,1,Y,STAUNTON,OFFER IN COMPROMISE,3/6/2012,N,6/22/2012,,,7/24/2012,," $ 3,000.00 ",,,,,,,,,,,,,,,
143,YAMAFUJI JAPANESE RESTAURANT,59553,241 CHESTER ST,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,INITIAL HEARING,6/5/2012,N,6/15/2012,7/25/2012,8/8/2012,9/12/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
174,ROYAL FOODS CARRY OUT,79795,507 N ROYAL AVENUE,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/11/2012,N,9/12/2012,,,10/2/2012,7,,,,,,,,,,,,,,,,
216,FAMILY CONVENIENCE STORE,46416,525 N ROYAL AVENUE,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,8/21/2012,N,9/27/2012,,,10/22/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
232,ROYS EXPRESS,69304,239 N ROYAL AVENUE,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,OFFER IN COMPROMISE,8/21/2012,N,9/26/2012,,,10/24/2012,," $ 1,000.00 ",,,,,,,,,,,,,,,
326,LUCKY STAR LOUNGE,52717,205 E MAIN ST,FRONT ROYAL,VA,22630,LICENSEE SOLD ALCOHOLIC BEVERAGE IN AN UNAUTHORIZED MANNER; LICENSEE AIDED OR ABETTED PERSONS IN CONSUMING/OFFERING DRINKS IN UNLICENSED PUBLIC PLACE,2,N,STAUNTON,INITIAL HEARING,8/11/2012,N,8/22/2012,10/11/2012,11/16/2012,12/19/2012,10," $ 1,000.00 ",,,,,,,,,,,,,,,
342,BREAKTIME 2,66114,"460 S COMMERCE AVE, SUITE A",FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/6/2012,N,11/19/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
346,GOLDEN CHINA RESTAURANT,34693,1423 N SHENANDOAH AVE.,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/6/2012,N,11/20/2012,,,12/28/2012,25,,,,,,,,,,,,,,,,
393,J's GOURMET,27715,206 S ROYAL AVENUE,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/14/2012,N,12/4/2012,,,1/9/2013,25,,,,,,,,,,,,,,,,
510,MARTINS FOOD MARKET #6282,27608,409 SOUTH STREET,FRONT ROYAL,VA,22630,ALLOWED VERONICA AUGUSTINE TO BE IN CHARGE OF THE BUSINESS AND FAILED TO KEEP HER NAME POSTED,1,N,STAUNTON,CONSENT SETTLEMENT,1/28/2013,N,2/1/2013,,,3/18/2013,, $ 500.00 ,,,,,,,,,,,,,,,
553,FOSTERS GRILLE,63463,"40 RIVERTON COMMONS DR, SUITE 100",FRONT ROYAL,VA,22630,FAILED TO HAVE A DESIGNATED MANAGER PRESENT & IN CHARGE OF BUSINESS,1,N,STAUNTON,CONSENT SETTLEMENT,2/28/2013,N,3/8/2013,,,4/8/2013,, $ 500.00 ,,,,,,,,,,,,,,,
650,7 ELEVEN STORE 2531-10649 H,7894,606 N ROYAL AVENUE,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,4/22/2013,N,5/1/2013,,,6/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
356,NB MARKET INC,67983,5057 NORTHWESTERN PIKE,WINCHESTER,VA,22637,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/6/2012,N,11/19/2012,,,1/4/2013,25,,,,,,,,,,,,,,,,
26,THE APPLE HOUSE,25226,4675 JOHN MARSHALL HIGHWAY,LINDEN,VA,22642,UAB,1,Y,STAUNTON,CONSENT SETTLEMENT,6/5/2015,N,6/18/2012,,,7/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
186,THE CORNERS BAR & GRILL,45615,1429 S PIFER RD,STAR TANNERY,VA,22654,CEASES TO QUALIFY AS A RESTAURANT,1,Y,STAUNTON,INITIAL HEARING,12/31/2011,Y,3/30/2012,6/27/2012,8/28/2012,10/11/2012,7, $ 500.00 ,,,,,,,,,,,,,,,
487,CIROS PIZZA & SUBS,72510,788 SHOPPING CENTER ROAD,STRASBURG,VA,22657,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/6/2012,N,11/27/2012,,,2/22/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
142,WOODSTOCK GARDEN CAFÉ,48715,1175 HISEY AVE,WOODSTOCK,VA,22664,UAB,1,N,STAUNTON,INITIAL HEARING,6/7/2012,N,6/22/2012,7/25/2012,8/8/2012,9/12/2012,25," $ 2,500.00 ",5,,,,,,,,,,,,,,
314,DUKES GENERAL STORE,42886,14094 RIXEYVILLE ROAD,CULPEPER,VA,22701,UAB,1,Y,STAUNTON,APPEAL HEARING,6/6/2012,Y,6/18/2012,7/25/2012,8/8/2012,12/17/2012,20," $ 3,000.00 ",,,,,,,,,,,,,,,
370,RITE AID PHARMACY #4743,76298,590 MADISON ROAD,CULPEPER,VA,22701,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,11/1/2012,N,11/27/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
377,NORMAN GROCERY,50986,9496 SPERRYVILLE PIKE,CULPEPER,VA,22701,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,11/1/2012,N,11/19/2012,,,1/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
407,EL MERCADITO DE CULPEPER,43303,"102 DUKE STREET, SUITE 102",CULPEPER,VA,22701,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,11/1/2012,N,11/21/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
576,BELLA VISTA LATIN RESTAURANT BAR & LOUNGE,80374,201 S EAST STREET,CULPEPER,VA,22701,UAB,1,Y,STAUNTON,CONSENT SETTLEMENT,3/23/2013,N,3/29/2013,,,4/23/2013,25,,,,,,,,,,,,,,,,
29,5 DE MAYO CONVENIENCE STORE & DELI,59169,11127 MARSH ROAD,BEALTON,VA,22712,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/6/2012,N,6/14/2012,,,7/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
208,ANGIE'S DELI & GRILLE LLC,79365,19417 BRANDY ROAD,BRANDY STATION,VA,22714,APPLICANT NOT LICENSED UNDER ABC ACT TO SELL ALCOHOLIC BEVERAGES SOLD ALCOHOLIC BEVERAGES WHILE THE APPLICATION WAS PENDING,1,N,STAUNTON,APPEAL HEARING,,Y,6/22/2012,7/24/2012,8/10/2012,10/19/2012,,,,,,,REMANDED TO H.O.,,,,,,,,,,
344,ANGIE'S DELI & GRILLE LLC,79365,19417 BRANDY ROAD,BRANDY STATION,VA,22714,APPLICANT SOLD ALCOHOLIC BEVERAGES WHILE APPLICATION WAS PENDING,1,N,STAUNTON,INITIAL HEARING,6/20/2012,N,10/24/2012,11/19/2012,11/20/2012,1/2/2013,,,,,,,APPLICATION GRANTED WITH RESTRICTIONS,,,,,,,,,,
544,FOOD LION 2567,26997,46 MADISON PLAZA DRIVE,MADISON,VA,22727,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,2/6/2013,N,2/22/2013,,,4/2/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
77,SYRIA MERCANTILE CO,43244,3626 OLD BLUE RIDGE TURNPIKE,SYRIA,VA,22743,UAB,1,Y,STAUNTON,CONSENT SETTLEMENT,6/25/2012,N,7/12/2012,,,8/6/2012,25,,,,,,,,,,,,,,,,
493,HARMONY MANOR B&B,80954,65 CLARK LN,WASHINGTON,VA,22747,PLACE TO BE OCCUPIED IS SO LOCATED W/ RESPECT TO RESIDENTIAL AREA AT OPERATION ADVERSELY AFFECT REAL PROPERTY VALUES OR INTERFERE WITH USUAL QUIETUDE AND TRANQUILITY; SO LOCATED THAT VIOLATIONS OF ABC ACT OR LAWS OF THE COMMONWEALTH RELATING TO PEACE AND GOOD ORDER WOULD RESULT,2,N,STAUNTON,INITIAL HEARING,11/5/2012,N,11/5/2012,11/29/2012,2/1/2013,3/5/2013,,,,,,,APPLICATION - LICENSE GRANTED,,,,,,,,,,
158,UNIVERSITY EXXON,41067,1735 RESERVOIR STREET,HARRISONBURG,VA,22801,SOLD ALCOHOLIC BEVERAGES TO TWO PERSONS LESS THAN 21 YEARS OF AGE,1,N,STAUNTON,OFFER IN COMPROMISE,4/14/2012,Y,4/28/2012,,,9/20/2012,," $ 1,500.00 ",,,,,CLERK WHO SOLD ATTEND RSVP TRAINING,,,,,,,,,,
175,TASTE OF INDIA,59341,"498 UNIVERSITY BLVD, SUITE D",HARRISONBURG,VA,22801,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/7/2012,N,9/17/2012,,,10/2/2012,25,,,,,,,,,,,,,,,,
179,BIG APPLE BP,67136,1617 E MARKET STREET,HARRISONBURG,VA,22801,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/13/2012,N,9/19/2012,,,10/4/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
191,ELEVENTH FRAME RESTAURANT,74205,3106 S MAIN STREET,HARRISONBURG,VA,22801,UAB,1,Y,STAUNTON,CONSENT SETTLEMENT,9/13/2012,N,9/19/2012,,,10/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
285,FINNIGANS COVE,75352,30 W WATER ST,HARRISONBURG,VA,22801,UAB,1,N,STAUNTON,INITIAL HEARING,9/7/2012,N,9/14/2012,10/11/2012,10/16/2012,11/26/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
297,KROGER 310,77996,1790 E MARKET ST,HARRISONBURG,VA,22801,UAB,1,Y,CHESAPEAKE,INITIAL HEARING,9/13/2012,N,9/20/2012,10/12/2012,10/18/2012,12/4/2012,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
545,VALLEYS 21,42697,701 PORT REPUBLIC ROAD,HARRISONBURG,VA,22801,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,2/22/2013,N,3/5/2013,,,4/2/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
193,RITE AID PHARMACY #3642,78262,1420 S MAIN STREET,HARRISONBURG,VA,22801,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/13/2012,N,9/19/2012,,,10/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
36,BROGIES TAVERN,63593,1618 ORKNEY GRADE,BASYE,VA,22810,CEASES TO QUALIFY AS A RESTAURANT X4,4,N,STAUNTON,INITIAL HEARING,11/18/2011,N,3/6/2012,4/12/2012,6/12/2012,7/19/2012,7," $ 1,000.00 ",,,,,,,,,,,,,,,
147,HOT PLATES CAFÉ,50599,1345 ORKNEY GRADE,BASYE,VA,22810,DEFRAUDED OR ATTEMPTED TO DEFRAUD THE BOARD BY MAKING OR FILING A REPORT REQUIRED BY STATUTE; FAIL TO TIMELY SUBMIT MBAR,2,N,STAUNTON,INITIAL HEARING,4/26/2012,N,5/24/2012,7/24/2012,8/13/2012,9/14/2012,,,,,,,NO PENALTY IMPOSED,,,,,,,,,,
94,GREEN VALLEY STORE LLC,67824,19798 BROCKS GAP ROAD,BERGTON,VA,22811,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,7/9/2012,N,7/27/2012,,,8/21/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
313,J & D MAYLAND MARKET,79804,2247 MAYLAND ROAD,BROADWAY,VA,22815,UAB,1,N,STAUNTON,APPEAL HEARING,7/9/2012,N,8/30/2012,10/12/2012,10/22/2012,12/17/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
546,257 GROCERY,46661,6939 BRIERY BRANCH ROAD,DAYTON,VA,22821,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,3/1/2013,N,3/8/2013,,,4/2/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
45,SALS ITALIAN BISTRO,62541,125 S MAIN STREET,EDINBURG,VA,22824,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/7/2012,N,6/22/2012,,,7/20/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
305,H & R GROCERY,46124,13583 OLD VALLEY PIKE,EDINBURG,VA,22824,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,10/5/2012,N,11/8/2012,,,12/7/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
321,MILLERCOORS,53585,5135 SOUTH EAST SIDE HWY,ELKTON,VA,22827,THE MANUFACTURER DISCRIMINATED IN PRICE OF ALCOHOLIC BEVERAGES BETWEEN DIFFERENT WHOLESALERS OTHER THAN PERMITTED,1,N,STAUNTON,OFFER IN COMPROMISE,11/20/2009,Y,8/4/2010,12/2/2010,2/1/2011,12/11/2012,,,,,,Y,WRITTEN WARNING TO BE ISSUED.,,,,,,,,,,
53,BROOKSIDE GIFT SHOP,77460,2978 US HIGHWAY 212 E,LURAY,VA,22835,UAB,1,Y,STAUNTON,OFFER IN COMPROMISE,6/7/2012,N,6/15/2012,,,7/24/2012,10,,,,,,,,,,,,,,,,
282,FAMILY CONVENIENCE STORE #1,49101,515 W MAIN STREET,LURAY,VA,22835,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,10/5/2012,N,10/18/2012,,,11/26/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
592,OUTLANDERS INC,33072,4768 US HIGHWAY 211 W,LURAY,VA,22835,UAB,1,Y,STAUNTON,INITIAL HEARING,10/5/2012,Y,11/16/2012,2/12/2013,3/27/2013,5/2/2013,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
302,FOOD LION 1350,9851,5300 MAIN STREET,MOUNT JACKSON,VA,22842,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,10/5/2012,N,11/30/2012,,,12/7/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
384,RANDY MART,44164,5540 MAIN STREET,MOUNT JACKSON,VA,22842,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/14/2012,N,12/5/2012,,,1/9/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
75,GAYLES MARKET,22013,5439 SPOTSWOOD TRAIL,PENN LAIRD,VA,22846,UAB,1,Y,STAUNTON,CONSENT SETTLEMENT,7/9/2012,N,7/11/2012,,,8/6/2012,25,,,,,,,,,,,,,,,,
280,VALLEY EXXON,39245,5581 US HIGHWAY BUSINESS 340,STANLEY,VA,22851,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,10/5/2012,N,11/8/2012,,,11/26/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
653,VALLEYS 36,64624,108 NEW MARKET ROAD,TIMBERVILLE,VA,22853,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,5/2/2013,N,5/6/2013,,,6/5/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
461,7 ELEVEN STORE 2531 11136-F,11960,1849 SEMINOLE TRAIL,CHARLOTTESVILLE,VA,22901,UAB,1,Y,STAUNTON,CONSENT SETTLEMENT,12/4/2012,N,12/17/2012,,,1/31/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
499,LA COCINA DEL SOL CVILLE,46576,"2005 COMMONWEALTH DRIVE, SUITE 4",CHARLOTTESVILLE,VA,22901,UAB; FAILED TO HAVE A DESIGNATED MANAGER PRESENT & IN CHARGE OF BUSINESS,2,Y,STAUNTON,CONSENT SETTLEMENT,1/10/2013,N,1/31/2013,,,3/4/2013,25,,,,,,,,,,,,,,, ,
457,FIFTH STREET SHELL,27035,1177 5TH STREET SW,CHARLOTTESVILLE,VA,22902,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,12/13/2012,N,12/27/2012,,,1/31/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
508,CHARLIES RESTAURANT,56929,1522 E HIGH STREET,CHARLOTTESVILLE,VA,22902,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,1/7/2013,N,1/31/2013,,,3/18/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
564,MAIN STREET ARENA CONCESSIONS,66624,230 W MAIN ST,CHARLOTTESVILLE,VA,22902,UAB,1,N,STAUNTON,INITIAL HEARING,9/26/2012,N,11/7/2012,1/16/2013,2/25/2013,4/10/2013,15," $ 1,750.00 ",,,,,,,,,,,,,,,
596,THE WHISKEY JAR,78876,227 W MAIN ST,CHARLOTTESVILLE,VA,22902,LICENSEE MADE GIFTS OF ALCOHOLIC BEVERAGES TO 2 PERSONS,1,N,STAUNTON,INITIAL HEARING,1/28/2013,N,2/21/2013,3/19/2013,3/28/2013,5/2/2013,7, $ 300.00 ,,,,,,,,,,,,,,,
